,dt,open,close,high,low,vol
0,2023-07-17 21:31:00,286.625,287.61,287.67,283.55,5474540
1,2023-07-17 21:32:00,287.97,288.747,288.885,287.97,1578339
2,2023-07-17 21:33:00,288.75,288.52,288.75,288.24,709480
3,2023-07-17 21:34:00,288.53,289.0,289.324,288.53,989949
4,2023-07-17 21:35:00,289.32,290.215,290.215,289.32,1460418
5,2023-07-17 21:36:00,290.31,291.27,291.27,290.31,1214475
6,2023-07-17 21:37:00,291.33,291.469,292.105,291.33,1370598
7,2023-07-17 21:38:00,291.53,290.98,291.53,290.98,894806
8,2023-07-17 21:39:00,291.17,290.66,291.47,290.66,719721
9,2023-07-17 21:40:00,290.55,290.44,290.55,289.87,1008396
10,2023-07-17 21:41:00,290.27,290.825,290.825,290.27,802277
11,2023-07-17 21:42:00,290.87,291.159,291.159,290.74,722057
12,2023-07-17 21:43:00,291.104,291.23,291.25,290.88,652170
13,2023-07-17 21:44:00,290.95,290.05,290.95,290.05,631914
14,2023-07-17 21:45:00,289.855,289.335,290.076,289.335,966126
15,2023-07-17 21:46:00,289.0,290.0,290.0,289.0,772946
16,2023-07-17 21:47:00,290.458,289.95,290.458,289.655,664552
17,2023-07-17 21:48:00,289.97,290.1,290.1,289.597,506040
18,2023-07-17 21:49:00,290.37,290.399,290.685,290.37,559316
19,2023-07-17 21:50:00,289.94,290.182,290.325,289.94,438196
20,2023-07-17 21:51:00,290.15,290.199,290.199,290.015,349636
21,2023-07-17 21:52:00,290.418,289.855,290.418,289.622,475344
22,2023-07-17 21:53:00,289.805,290.155,290.193,289.725,394076
23,2023-07-17 21:54:00,290.25,291.14,291.14,290.23,781380
24,2023-07-17 21:55:00,291.1,290.93,291.16,290.93,560202
25,2023-07-17 21:56:00,290.776,290.9,290.9,290.64,406878
26,2023-07-17 21:57:00,291.135,290.515,291.135,290.515,404760
27,2023-07-17 21:58:00,290.41,290.72,290.73,290.41,383464
28,2023-07-17 21:59:00,290.965,290.15,290.965,290.15,452174
