,dt,open,close,high,low,vol,ts,close_nxt30min,close_diff_nxt30min,close_diffrate_nxt30min,label1,k,d,j,duanxian,pianliEMA,pianli,atr,obv,m5,m10,predict_score
26532,2024-04-10 21:43:00,58.595,58.52,58.7,58.52,475644,1712756580,58.73,0.20999999999999375,0.003588516746411376,True,,,,27.227454449426943,0.011215249728413302,0.008999510314894528,,-9280080,-8779396.36405923,-10307121.06497968,0.5558215
26533,2024-04-10 21:44:00,58.6,58.74,58.75,58.6,487616,1712756640,58.64,-0.10000000000000142,-0.0017024174327545355,False,,,,32.97404592574179,0.010914144379347304,0.010311933681215305,,-8792464,-8783752.242706154,-10247722.748705966,0.5307788
26534,2024-04-10 21:45:00,58.72,58.865,58.92,58.72,559332,1712756700,58.66,-0.2050000000000054,-0.0034825448059119237,False,,,,44.18099690739005,0.01155282908815785,0.01283019850577894,0.19678571428571395,-8233132,-8600212.161804102,-10168719.189933185,0.5307788
26535,2024-04-10 21:46:00,58.63,58.31,58.63,58.31,1340092,1712756760,58.49,0.17999999999999972,0.003086949065340417,True,,,,28.692215874745315,0.009598877712781008,0.005690974962027322,0.22535714285714242,-9573224,-8924549.441202736,-10145366.437386787,0.62630504
26536,2024-04-10 21:47:00,58.231,58.11,58.27,58.11,775788,1712756820,58.62,0.509999999999998,0.008776458440887936,True,,,,12.393992646330986,0.005727516826683455,-0.002015204945511654,0.22535714285714242,-10349012,-9399370.294135157,-10153352.53788142,0.5854298
26537,2024-04-10 21:48:00,58.12,58.28,58.28,58.11,678996,1712756880,58.67,0.39000000000000057,0.006691832532601245,True,,,,3.8772383461591744,0.0023921697126251017,-0.004278524515491607,0.21978571428571417,-9670016,-9489585.529423438,-10134398.163846856,0.57428575
26538,2024-04-10 21:49:00,58.301,58.36,58.38,58.301,382752,1712756940,58.75,0.39000000000000057,0.006682659355723108,True,,,,0.43989181273315126,0.00012193987024705665,-0.004418519814509034,0.21121428571428577,-9287264,-9422145.019615626,-10101177.21624502,0.5017955
26542,2024-04-10 21:53:00,58.69,58.61,58.71,58.61,354054,1712757180,58.74,0.13000000000000256,0.0022180515270432103,False,,,,43.639488361254266,-0.00011380145339074462,0.0029934919954947587,0.22428571428571484,-9691026,-9633734.892763581,-10051956.732836543,0.50207645
26546,2024-04-10 21:57:00,58.82,58.995,58.995,58.82,390164,1712757420,58.7,-0.2949999999999946,-0.005000423764725733,False,,,,90.43553816289152,0.009222495502340621,0.01443882701936799,0.23014285714285773,-8444506,-8857120.299805153,-9860181.399776421,0.5307788
26547,2024-04-10 21:58:00,58.89,58.955,59.04,58.89,480530,1712757480,58.75,-0.2049999999999983,-0.0034772283945381783,False,,,,94.09407417884788,0.011454101453000385,0.015917313354319913,0.22442857142857214,-8925036,-8879758.86653677,-9823509.031157738,0.5307788
26548,2024-04-10 21:59:00,58.87,58.83,58.87,58.81,340304,1712757540,58.72,-0.10999999999999943,-0.0018697943226245017,False,,,,81.91969311312428,0.012511754809956338,0.014627061523868244,0.22050000000000022,-9265340,-9008285.911024515,-9801620.049543709,0.5019085
26549,2024-04-10 22:00:00,58.82,58.76,58.82,58.705,290280,1712757600,58.731,-0.028999999999996362,-0.0004935330156568476,False,,,,62.81440519799581,0.012489343818483779,0.012444521835538657,0.18978571428571453,-9555620,-9190730.607349677,-9791972.98877729,0.5743963
26550,2024-04-10 22:01:00,58.66,58.63,58.68,58.62,263356,1712757660,58.74,0.10999999999999943,0.0018761726078799152,False,,,,40.36111701778722,0.011267609086366691,0.008824139622132514,0.18550000000000008,-9818976,-9400145.73823312,-9793031.930393865,0.62630504
26551,2024-04-10 22:02:00,58.595,58.715,58.875,58.595,331820,1712757720,58.728,0.012999999999998124,0.00022140849868003277,False,,,,27.869050303050912,0.010057335604828355,0.007636788641751682,0.19335714285714292,-9487156,-9429149.15882208,-9781036.795868617,0.62630504
26552,2024-04-10 22:03:00,58.705,58.605,58.705,58.605,235652,1712757780,58.945,0.3400000000000034,0.005801552768535167,True,,,,11.08814423150605,0.008386346621969082,0.005044368656250531,0.19407142857142898,-9722808,-9527035.439214721,-9778753.31367769,0.62630504
26553,2024-04-10 22:04:00,58.554,58.57,58.57,58.482,445782,1712757840,59.01,0.4399999999999977,0.007512378350691441,True,,,,2.541169208605794,0.006509411641501852,0.0027555416805673913,0.17535714285714274,-10168590,-9740886.959476482,-9794041.026866803,0.5854298
26554,2024-04-10 22:05:00,58.57,58.58,58.605,58.525,227884,1712757900,58.94,0.35999999999999943,0.006145442130419929,True,,,,-2.755807776116626,0.004803160270649821,0.001390657528945755,0.15928571428571406,-9940706,-9807493.306317655,-9799792.594440654,0.55598736
26555,2024-04-10 22:06:00,58.59,58.67,58.71,58.59,313670,1712757960,58.84,0.1700000000000017,0.0028975626384864788,False,,,,0.7857466338482197,0.0038216238718758013,0.0018585510743277611,0.1520714285714284,-9627036,-9747340.870878438,-9793017.826031215,0.55598736
26556,2024-04-10 22:07:00,58.655,58.58,58.66,58.49,310608,1712758020,58.985,0.40500000000000114,0.00691362239672245,True,,,,3.8797965325803148,0.002793725632236238,0.000737929152957111,0.157785714285714,-9937644,-9810775.247252293,-9798689.440696659,0.55598736
26557,2024-04-10 22:08:00,58.53,58.635,58.69,58.53,320280,1712758080,58.945,0.3100000000000023,0.005286944657627736,True,,,,14.511994624043979,0.0021437355765952263,0.0008437554653132026,0.15771428571428509,-9617364,-9746304.831501529,-9791578.639100712,0.55598736
26561,2024-04-10 22:12:00,58.76,58.711,58.768,58.69,229630,1712758320,59.11,0.3990000000000009,0.006796000749433683,True,,,,50.20967280606507,0.004819546096751668,0.0052992875071629555,0.15157142857142805,-9510888,-9409138.090173144,-9715783.465808988,0.50207645
26563,2024-04-10 22:14:00,58.72,58.64,58.72,58.57,243746,1712758440,59.08,0.4399999999999977,0.007503410641200507,True,,,,29.58395675397456,0.004158134514734358,0.0028966048788375475,0.1472857142857136,-9547808,-9432011.151188064,-9693683.426915564,0.55598736
26564,2024-04-10 22:15:00,58.635,58.66,58.66,58.585,149892,1712758500,58.927,0.267000000000003,0.004551653596999711,True,28.272251308900476,28.272251308900476,28.272251308900472,23.016419871397318,0.003431396056675442,0.0019779191405576092,0.14264285714285613,-9397916,-9420646.100792043,-9682084.704291424,0.50541943
26639,2024-04-10 23:30:00,58.675,58.76,58.76,58.675,84952,1712763000,58.403,-0.3569999999999993,-0.006075561606535046,False,27.34837300600735,26.75889847845159,28.527322061118866,82.0780375025064,0.0029315855842702992,0.006370303133451824,0.08978571428571312,-9811068,-10011713.696847778,-10049736.357317027,0.52532876
26642,2024-04-10 23:33:00,58.56,58.517,58.592,58.517,105484,1712763180,58.387,-0.13000000000000256,-0.002221576635849455,False,31.138412046426442,27.447792162270225,38.51965181473888,39.698640648544284,0.003706422080282245,0.0026041718259184918,0.08928571428571226,-10240800,-10109163.465732677,-10057518.228841025,0.578834
26643,2024-04-10 23:34:00,58.505,58.52,58.52,58.47,119400,1712763240,58.525,0.0049999999999954525,8.544087491448141e-05,False,31.73631470144188,27.73369366488167,39.7415567745623,24.569318406293803,0.0029043349814958513,0.0013001607839230641,0.08714285714285554,-10121400,-10113242.310488451,-10060023.396337457,0.578834
26644,2024-04-10 23:35:00,58.51,58.57,58.58,58.5,121352,1712763300,58.58,0.00999999999999801,0.00017073587160659057,False,32.88853424422155,28.07734970350433,42.51090332565601,18.43217108759697,0.002338309372683138,0.0012062581550577112,0.08642857142856945,-10000048,-10075510.873658968,-10057671.420010498,0.578834
26645,2024-04-10 23:36:00,58.56,58.597,58.597,58.525,65048,1712763360,58.605,0.007999999999995566,0.00013652576070439726,False,34.53088592952742,28.507585451905868,46.577486884770536,26.471295572178164,0.0020689932348701623,0.0015303609592442094,0.08121428571428423,-9935000,-10028673.915772647,-10052860.776088517,0.578834
26646,2024-04-10 23:37:00,58.59,58.51,58.6,58.51,89848,1712763420,58.45,-0.05999999999999517,-0.0010254657323533613,False,35.31126414354456,28.961164031348446,48.011464367936796,22.21309103874448,0.001504279516812568,0.0003748520806973795,0.08121428571428473,-10024848,-10027398.610515099,-10051762.235849751,0.578834
26674,2024-04-11 00:05:00,58.55,58.58,58.595,58.55,151096,1712765100,58.549,-0.030999999999998806,-0.0005291908501194743,False,30.18034790703596,26.79089299884624,36.959257723415405,53.86454468145698,0.0007651988841526646,0.0034157398047964943,0.0626428571428568,-9801764,-9970066.664351478,-10105850.097303497,0.52532876
26675,2024-04-11 00:06:00,58.592,58.605,58.62,58.592,93240,1712765160,58.64,0.035000000000003695,0.0005972186673492653,False,32.84781189272071,27.194687591771203,44.154060494619735,67.35095725446072,0.002229612124920244,0.005158438606455402,0.06371428571428542,-9708524,-9882885.77623432,-10090268.681722969,0.52532876
26676,2024-04-11 00:07:00,58.545,58.45,58.555,58.45,103900,1712765220,58.671,0.22099999999999653,0.0037810094097518654,True,33.350265458847055,27.60505944957626,44.84067747738865,60.46299523186762,0.002750796307051386,0.0037931646713136695,0.06871428571428494,-9812424,-9859398.517489547,-10079372.81185148,0.52532876
26677,2024-04-11 00:08:00,58.43,58.495,58.51,58.43,74332,1712765280,58.645,0.15000000000000568,0.0025643217369006872,False,34.39614519748799,28.05779849943704,47.07283859358989,53.12963445223998,0.003013950491896825,0.003540258861587702,0.07249999999999902,-9738092,-9818963.011659699,-10065989.250602402,0.52532876
26678,2024-04-11 00:09:00,58.475,58.49,58.49,58.448,53504,1712765340,58.62,0.12999999999999545,0.0022226021542143177,False,35.308197056117024,28.541158403215704,48.842274361919664,43.505624565254266,0.0030865562394506983,0.0032317677345584444,0.07121428571428419,-9791596,-9809840.674439799,-10055228.730970936,0.52532876
26679,2024-04-11 00:10:00,58.45,58.417,58.45,58.417,50164,1712765400,58.605,0.18799999999999528,0.0032182412653849954,True,35.22354802160667,28.98665104444177,47.69734197593647,24.821492051173735,0.002675864008585288,0.0018544795468544658,0.07071428571428433,-9841760,-9820480.449626533,-10046857.408187762,0.578834
26680,2024-04-11 00:11:00,58.438,58.39,58.438,58.39,65028,1712765460,58.525,0.134999999999998,0.00231203973283093,False,34.79838840990981,29.37410020213964,45.64696482545015,7.463793492998178,0.0019603679942372895,0.0005293759655412923,0.07092857142857005,-9906788,-9849249.633084357,-10041364.490219615,0.578834
26681,2024-04-11 00:12:00,58.405,58.44,58.44,58.38,63816,1712765520,58.569,0.1290000000000049,0.0022073921971253402,False,35.04259841335168,29.752000082887108,45.623795074280835,6.797923445464363,0.0014535578029090833,0.00043993742025267044,0.07057142857142702,-9842972,-9847157.088722905,-10033584.392563945,0.578834
26682,2024-04-11 00:13:00,58.431,58.322,58.435,58.322,140332,1712765580,58.615,0.29299999999999926,0.00502383320187921,True,33.75770723707697,30.019047226499765,41.23502725823138,-5.805666053378275,0.0004916771414809287,-0.0014320841813753808,0.07392857142856966,-9983304,-9892539.392481938,-10031612.612463398,0.578834
26697,2024-04-11 00:28:00,58.446,58.521,58.521,58.446,113852,1712766480,58.865,0.3440000000000012,0.005878231745869025,True,32.15742454325089,28.63663898409835,39.19899566155596,66.66348775348884,0.000261624222874017,0.0030708179720582945,0.052357142857142644,-9933664,-10048359.720367612,-10076220.585601034,0.5206971
26698,2024-04-11 00:29:00,58.519,58.502,58.519,58.49,55944,1712766540,58.895,0.3930000000000007,0.006717719052340102,True,34.61008746843774,29.034868883054312,45.7605246392046,78.25241957037036,0.0014684842427868296,0.003882204282612455,0.05242857142857105,-9989608,-10028775.813578408,-10072824.013616681,0.5206971
26699,2024-04-11 00:30:00,58.478,58.477,58.479,58.46,60652,1712766600,58.91,0.43299999999999983,0.007404620620072847,True,36.46064304071729,29.529920493565175,50.32208813502151,80.08147196399578,0.002292058247715411,0.003939206257572574,0.0519999999999996,-10050260,-10035937.209052272,-10071939.150337595,0.5206971
26700,2024-04-11 00:31:00,58.48,58.465,58.5,58.45,58252,1712766660,58.948,0.482999999999997,0.008261352946207081,True,37.785802049270494,30.080312597278862,53.19678095325375,71.99691717075122,0.0027662211041281776,0.00371454681695371,0.051285714285713525,-10108512,-10060128.806034848,-10073373.379736122,0.5206971
26701,2024-04-11 00:32:00,58.47,58.48,58.5,58.47,86408,1712766720,58.66,0.17999999999999972,0.0030779753761969856,True,39.3043072647651,30.695245575111276,56.52243064407275,64.0481980029598,0.003086585419296007,0.0037273140496316658,0.051499999999998734,-10022104,-10047453.870689899,-10071362.815824902,0.5206971
26702,2024-04-11 00:33:00,58.45,58.477,58.5,58.45,42520,1712766780,58.65,0.17300000000000182,0.0029584280999367584,False,40.66524077105772,31.359911921507706,59.27589847015775,54.682335792635755,0.003262407229363607,0.0036140508494988065,0.05128571428571301,-10064624,-10053177.2471266,-10071098.548537651,0.5206971
26703,2024-04-11 00:34:00,58.499,58.485,58.52,58.485,51488,1712766840,58.429,-0.055999999999997385,-0.0009575104727707512,False,42.08568011871492,32.07496313465485,62.107114086835054,49.69830718745327,0.0033717890402494917,0.0035905526620212606,0.049642857142856656,-10013136,-10039830.164751068,-10068825.507418528,0.5206971
26704,2024-04-11 00:35:00,58.52,58.549,58.564,58.52,122280,1712766900,58.405,-0.14399999999999835,-0.002459478385625687,False,44.613301444133945,32.91085235528679,68.01819962182824,57.43824526574065,0.0037410340114529417,0.004479523953859841,0.0510714285714278,-9890856,-9990172.109834045,-10061846.311049175,0.5206971
26705,2024-04-11 00:36:00,58.566,58.64,58.64,58.566,103112,1712766960,58.3,-0.3400000000000034,-0.005798090040927752,False,48.305748014525015,33.93717873256934,77.04288657843635,70.11178544968703,0.004607526879865632,0.006340512616691015,0.05507142857142812,-9787744,-9922696.073222697,-10051097.200811952,0.5206971
26707,2024-04-11 00:38:00,58.66,58.645,58.69,58.645,109324,1712767080,58.286,-0.35900000000000176,-0.0061215789922414825,False,54.262680361934024,36.40069190104768,89.9866572837067,86.17112231760545,0.006551628543838468,0.008269613701582433,0.057499999999999475,-9654432,-9749366.254765645,-10016477.134621108,0.55058813
26708,2024-04-11 00:39:00,58.65,58.62,58.667,58.615,96936,1712767140,58.22,-0.3999999999999986,-0.0068236096895257356,False,56.21379578878547,37.72156549356353,93.19825637922935,82.42485696578743,0.007026502682136424,0.007976250958732336,0.05514285714285653,-9751368,-9750033.503177097,-10006080.6979693,0.5925076
26709,2024-04-11 00:40:00,58.645,58.605,58.645,58.605,104504,1712767200,58.18,-0.42499999999999716,-0.007251940960668837,False,57.799542736199754,39.06009730973928,95.27843358912071,69.24279319462643,0.00714994823306009,0.007396839334907419,0.05121428571428562,-9855872,-9785313.002118066,-10000190.160794035,0.5925076
26710,2024-04-11 00:41:00,58.58,58.525,58.595,58.525,105888,1712767260,58.215,-0.30999999999999517,-0.0052968816744979955,False,58.02467125966879,40.32440223973458,93.42520929953722,46.40498091750608,0.006651563293928676,0.005654793415665847,0.053142857142857124,-9961760,-9844128.668078711,-9998683.095664857,0.55058813
26711,2024-04-11 00:42:00,58.536,58.569,58.569,58.52,67912,1712767320,58.16,-0.409000000000006,-0.006983216377264526,False,58.92498729333799,41.56444124330814,93.64607939339768,33.98892901502643,0.006135216392276661,0.005102522588972629,0.05128571428571403,-9893848,-9860701.778719142,-9994571.915442705,0.6033957
26712,2024-04-11 00:43:00,58.557,58.615,58.615,58.555,116704,1712767380,58.17,-0.4450000000000003,-0.007591913332764655,False,60.48685088554689,42.82593521945739,95.8086822177259,35.41930240755123,0.005871842857942525,0.005345095789274254,0.053357142857142846,-9777144,-9832849.185812762,-9986045.330523383,0.6033957
26713,2024-04-11 00:44:00,58.609,58.575,58.609,58.569,36104,1712767440,58.275,-0.30000000000000426,-0.0051216389244558985,False,61.31713925788305,44.058682155352436,95.83405346294428,32.528134777513344,0.00550598531289469,0.004774270222799018,0.05364285714285698,-9813248,-9826315.457208509,-9979268.964620505,0.5743014
26714,2024-04-11 00:45:00,58.57,58.52,58.58,58.52,39556,1712767500,58.37,-0.15000000000000568,-0.002563226247436871,False,61.22932997402425,45.20339200993056,93.28120590221162,16.61143645619481,0.004827629377597514,0.003470917507003161,0.05435714285714255,-9852804,-9835144.97147234,-9974309.55424323,0.5743014
26715,2024-04-11 00:46:00,58.49,58.545,58.555,58.49,78320,1712767560,58.33,-0.2150000000000034,-0.0036723887607823624,False,61.53953150516779,46.29246797627971,92.03365856294394,15.033190520991383,0.004201832118088313,0.0029502375990699123,0.05649999999999977,-9774484,-9814924.647648226,-9966473.257998398,0.5743014
26716,2024-04-11 00:47:00,58.545,58.533,58.555,58.533,24604,1712767620,58.316,-0.21699999999999875,-0.0037073104060956854,False,61.64081764011742,47.31569128720222,90.29107034594783,12.147972609647411,0.0035917285752984063,0.0023715214897185918,0.05449999999999987,-9799088,-9809645.765098818,-9959909.130233755,0.5743014
26717,2024-04-11 00:48:00,58.53,58.535,58.55,58.505,20204,1712767680,58.43,-0.10499999999999687,-0.001793798582044877,False,61.76672391508995,48.279093462394734,88.74198482048037,11.105403624526275,0.0030550788046822775,0.0019817792634500187,0.05464285714285617,-9778884,-9799391.843399212,-9952810.105518706,0.5743014
26720,2024-04-11 00:51:00,58.611,58.6,58.62,58.58,145200,1712767860,58.736,0.13599999999999568,0.0023208191126279126,False,64.1944076198888,51.060043211712646,90.46313643624113,48.73122371731695,0.002722120617785504,0.0029555474281503192,0.05335714285714183,-9547572,-9592008.694340508,-9902020.09984222,0.5206971
26759,2024-04-11 01:30:00,58.885,58.66,58.885,58.66,317016,1712770200,58.65,-0.00999999999999801,-0.00017047391749059002,False,60.28356505863724,52.887968423300045,75.07475832931162,28.90082702107148,0.015782016927404996,0.011080474457204057,0.1392857142857155,-10109440,-9711580.157507583,-9929037.663092148,0.53143567
26760,2024-04-11 01:31:00,58.796,58.81,58.81,58.755,222064,1712770260,58.49,-0.3200000000000003,-0.005441251487842209,False,60.54810527176018,53.398644213197386,74.84702738888578,17.847680295578755,0.013657796598580284,0.00940935594093086,0.14714285714285882,-9887376,-9770178.771671724,-9927403.872382652,0.53143567
26761,2024-04-11 01:32:00,58.82,58.68,58.82,58.57,987216,1712770320,58.705,0.02499999999999858,0.0004260395364689601,False,59.968825803690486,53.83665631923026,72.23316477261093,7.0102707774592545,0.011160698026416057,0.0061665008820876045,0.15357142857143,-10874592,-10138316.514447816,-9964548.504838236,0.53143567
26762,2024-04-11 01:33:00,58.57,58.41,58.595,58.41,592312,1712770380,58.72,0.3100000000000023,0.005307310392056194,True,57.71224504308852,54.09502890082081,64.94667732762395,-7.003026236200498,0.007394463366514593,-0.000138005953288336,0.16964285714285868,-11466904,-10581179.009631878,-10023464.406609286,0.53143567
26790,2024-04-11 02:01:00,58.63,58.49,58.63,58.45,488488,1712772060,58.46,-0.030000000000001137,-0.0005129081894341107,False,34.65832071868157,35.61448327851437,32.74599559901597,41.513594743501585,0.007288802794975834,0.006626994489038663,0.14599999999999927,-11019728,-10929861.30745828,-11086783.005017612,0.5280748
26791,2024-04-11 02:02:00,58.63,58.705,58.705,58.52,316856,1712772120,58.435,-0.269999999999996,-0.004599267524060915,False,35.96681362315041,35.637971968156776,36.624496933137664,35.8951535695671,0.007470259061775564,0.007833171595375022,0.15707142857142742,-10702872,-10854198.204972187,-11071727.67148751,0.5280748
26792,2024-04-11 02:03:00,58.77,58.72,58.77,58.72,334416,1712772180,58.453,-0.2669999999999959,-0.00454700272479557,False,37.28331176255942,35.747661287783615,40.354612712111035,37.35341355235133,0.007867875079688284,0.008663107115513723,0.15814285714285603,-10368456,-10692284.136648126,-11044148.390252708,0.5280748
26797,2024-04-11 02:08:00,58.64,58.54,58.64,58.525,177048,1712772480,58.49,-0.04999999999999716,-0.0008541168431840991,False,41.96169012255515,37.30164329569066,51.281783776284115,25.81141218327444,0.007974982347666876,0.005415809001617421,0.1664999999999997,-10798776,-10615489.038570948,-10950832.451716732,0.53143567
26798,2024-04-11 02:09:00,58.58,58.77,58.77,58.58,212256,1712772540,58.592,-0.17800000000000438,-0.003028756168113057,False,43.19599014613085,37.69459975238667,54.19877093361923,29.33288632795052,0.007577243056633869,0.006781764474567853,0.1750714285714286,-10586520,-10605832.692380633,-10936545.688904312,0.53143567
26799,2024-04-11 02:10:00,58.69,58.702,58.748,58.69,116400,1712772600,58.69,-0.012000000000000455,-0.0002044223365473145,False,43.91625746972212,38.109376933542364,55.53001854208162,34.03315959889841,0.007206470611356126,0.006464925720800638,0.17435714285714354,-10702920,-10638195.128253756,-10927383.897182573,0.6478253
26800,2024-04-11 02:11:00,58.715,58.67,58.715,58.63,134328,1712772660,58.642,-0.027999999999998693,-0.0004772456110448047,False,44.385332368566054,38.52777396254395,56.10044918061027,37.5061343014263,0.006683632933699553,0.005637957578386405,0.1547142857142865,-10837248,-10704546.085502505,-10923849.15611659,0.60783005
26801,2024-04-11 02:12:00,58.665,58.634,58.665,58.634,119200,1712772720,58.61,-0.02400000000000091,-0.000409318825254987,False,44.594564178915626,38.93222664363539,55.91923924947611,36.08962520578939,0.005936974951749472,0.004443658987849311,0.14292857142857227,-10956448,-10788513.390335005,-10925127.542151233,0.60783005
26803,2024-04-11 02:14:00,58.77,58.77,58.83,58.765,144432,1712772840,58.66,-0.11000000000000654,-0.0018717032499575724,False,48.29610238272551,40.03160404070851,64.8250990667595,57.45205196790299,0.006227585606197843,0.006637469203832831,0.13707142857142937,-10886760,-10810998.840148892,-10916735.445100002,0.5551777
26804,2024-04-11 02:15:00,58.74,58.797,58.797,58.7,80528,1712772900,58.69,-0.10699999999999932,-0.0018198207391533466,False,50.11441397425762,40.703791369611785,68.9356591835493,66.06989997423118,0.0065481398465079286,0.007189248327128099,0.1297142857142864,-10806232,-10809409.893432595,-10912401.976664709,0.5551777
26807,2024-04-11 02:18:00,58.71,58.667,58.8,58.667,124920,1712773080,58.69,0.022999999999996135,0.00039204322702705326,False,53.50563906786333,42.97560583892566,74.56570552573865,36.25794126240325,0.006060641368578678,0.004643010056003889,0.12535714285714303,-10938608,-10829994.042498548,-10900256.206682395,0.60783005
26808,2024-04-11 02:19:00,58.64,58.51,58.666,58.51,131592,1712773140,58.712,0.2020000000000053,0.0034524012989233513,True,52.7924777418779,43.63006396578915,71.1173052940554,16.96805355764093,0.004376206386352441,0.0010073364218999648,0.12314285714285741,-11070200,-10910062.694999032,-10906920.66916544,0.578834
26831,2024-04-11 02:42:00,58.665,58.61,58.665,58.58,120368,1712774520,58.49,-0.11999999999999744,-0.002047432178809033,False,37.28135873302993,41.42289667434831,28.99828285039318,82.67687111439525,0.0009355124776230415,0.0031918630263211897,0.09092857142857268,-11154216,-11116939.409435075,-11096611.425409753,0.5219635
26832,2024-04-11 02:43:00,58.618,58.695,58.73,58.618,147608,1712774580,58.48,-0.2150000000000034,-0.003663003663003721,False,39.1818997297753,41.273496878043446,34.998705433239024,87.57865439559666,0.002139529692114902,0.004547564121098623,0.09150000000000093,-11006608,-11080162.272956718,-11093081.879315253,0.5219635
26833,2024-04-11 02:44:00,58.655,58.66,58.7,58.655,110456,1712774640,58.65,-0.00999999999999801,-0.00017047391749059002,False,40.546381268258074,41.225022504057755,39.18909879665871,84.51185757070948,0.0030211720285378578,0.004784456701383768,0.08828571428571509,-11117064,-11092462.848637812,-11094022.354636224,0.5219635
26834,2024-04-11 02:45:00,58.67,58.69,58.73,58.66,121072,1712774700,58.667,-0.022999999999996135,-0.0003918895893677992,False,42.17077456382446,41.288072641375535,43.9361784087223,83.95364361664265,0.0037799342457260337,0.005297458680102384,0.08721428571428648,-10995992,-11060305.899091875,-11090178.027003432,0.5219635
26835,2024-04-11 02:46:00,58.703,58.671,58.72,58.671,71200,1712774760,58.865,0.19400000000000261,0.0033065739462426517,True,43.464652750797555,41.43317798200367,47.52760228838534,79.50296714814166,0.004262225323153526,0.0052268074780085095,0.08578571428571483,-11067192,-11062601.26606125,-11089276.614179768,0.5219635
26836,2024-04-11 02:47:00,58.69,58.75,58.75,58.64,124240,1712774820,58.82,0.07000000000000028,0.0011914893617021324,False,45.59624900015958,41.71071604988073,53.367314900717275,87.4065215130644,0.004934822225214291,0.00628001602933582,0.08635714285714309,-10942952,-11022718.177374167,-11083538.394015856,0.5219635
26837,2024-04-11 02:48:00,58.75,58.69,58.755,58.69,86224,1712774880,58.72,0.030000000000001137,0.0005111603339581042,False,46.88398444693254,42.055600609684184,56.540752121429236,78.09877590860827,0.005258251108000634,0.005905108873573318,0.08150000000000038,-11029176,-11024870.784916112,-11081406.535427,0.5219635
26838,2024-04-11 02:49:00,58.7,58.712,58.712,58.65,101664,1712774940,58.73,0.017999999999993577,0.0003065812781031744,False,48.34318080544116,42.47477262273465,60.07999717085417,74.2612458650165,0.005465997169481073,0.005881489292441949,0.07950000000000047,-10927512,-10992417.856610741,-11075371.455606334,0.5219635
26839,2024-04-11 02:50:00,58.705,58.72,58.72,58.66,75432,1712775000,58.85,0.13000000000000256,0.002213896457765711,False,49.79866465817781,42.96303209176419,63.46992979100506,73.28786982193157,0.0055995419252918115,0.005866631436913287,0.08092857142857213,-10852080,-10945638.571073828,-11066614.927935496,0.55184346
26841,2024-04-11 02:52:00,58.79,58.74,58.805,58.736,94000,1712775120,58.877,0.13700000000000045,0.0023323118828736883,False,53.641378679232986,44.250273065939794,72.42358990581937,78.12065915222118,0.006293545929103548,0.006677469757123105,0.08514285714285817,-10787768,-10837043.809366148,-11041631.696260331,0.55184346
26844,2024-04-11 02:55:00,58.54,58.57,58.6,58.54,126352,1712775300,58.965,0.3950000000000031,0.006744066928461723,True,50.25154389323702,45.49855678227319,59.75751811516467,25.132420679260306,0.001984224475904976,-0.0006392011993412283,0.09464285714285937,-10918904,-10966295.943515897,-11043158.687935498,0.57554156
26864,2024-04-11 03:15:00,58.68,58.667,58.695,58.645,147784,1712776500,59.005,0.33800000000000097,0.0057613309015289845,True,36.87962496369947,35.36420687392123,39.910461143255944,94.5283941934494,0.0018839929610269673,0.0061945992660865055,0.08599999999999954,-11116816,-11366806.808650214,-11374136.731332738,0.51698244
26868,2024-04-11 03:19:00,58.74,58.73,58.77,58.73,108320,1712776740,59.06,0.3300000000000054,0.005618934105227404,True,48.257868032734756,37.69797878355308,69.3776465310981,79.10775727546745,0.009616586482083965,0.011288104673040924,0.10014285714285721,-11037104,-11040201.048622265,-11301757.649332177,0.59373224
26869,2024-04-11 03:20:00,58.785,58.85,58.855,58.785,121432,1712776800,59.08,0.22999999999999687,0.003908241291418808,True,51.293550393770815,38.60435022423426,76.67195073284391,78.73028516088382,0.010608049530341,0.01259097562685507,0.1047857142857147,-10915672,-10998691.365748178,-11286617.035632877,0.59373224
26873,2024-04-11 03:24:00,58.882,58.865,58.882,58.85,114056,1712777040,58.995,0.12999999999999545,0.0022084430476513282,False,60.238745456142794,43.14881276186945,94.41861084468948,65.03850113118011,0.013285691196551734,0.01348973735413587,0.09764285714285695,-10641160,-10712958.590765074,-11192866.979842499,0.59373224
26878,2024-04-11 03:29:00,58.92,58.895,58.92,58.89,135072,1712777340,59.06,0.16499999999999915,0.0028015960607861304,False,67.77811477031936,49.84663568594556,103.64107293906699,40.695913471386376,0.014130232392758341,0.012473194204483506,0.1124285714285718,-10934056,-10711140.522240669,-11083695.522046506,0.64474124
26879,2024-04-11 03:30:00,58.85,58.78,58.85,58.78,150280,1712777400,58.93,0.14999999999999858,0.002551888397414062,False,67.45201364817436,51.020327550094144,100.31538584433478,20.397952715629373,0.012516022044739866,0.00928760134870291,0.10435714285714326,-11084336,-10835539.014827114,-11083720.638828997,0.64474124
26880,2024-04-11 03:31:00,58.77,58.67,58.77,58.67,159848,1712777460,,,,False,66.39163885513456,52.04508163709684,95.08475329121,2.768204526407118,0.010142289510575705,0.0053948244422473805,0.10614285714285744,-11244184,-10971754.009884743,-11090013.319659233,0.5280748
