,dt,open,close,high,low,vol,ts,close_nxt30min,close_diff_nxt30min,close_diffrate_nxt30min,label1,k,d,j,duanxian,pianliEMA,pianli,atr,obv,m5,m10,predict_score
9103,2024-02-06 00:44:00,55.985,56.042,56.042,55.985,93076,1707151440,56.545,0.5030000000000001,0.008975411298668858,True,79.45281735887113,69.81264651138083,98.73315905385172,8.374171193315334,0.004100604173716427,0.0017727657737297022,0.06400000000000057,-9521522,-9248148.30331408,-8225560.301441782,0.5969416
9104,2024-02-06 00:45:00,56.05,56.058,56.058,56.015,108888,1707151500,56.53,0.4720000000000013,0.008419850868743112,True,78.81093362851367,70.4125323191897,95.6077362471616,9.562303782318693,0.0032604803419623903,0.0015802326784543142,0.05785714285714302,-9412634,-9302976.868876055,-8272112.211189164,0.50077814
9106,2024-02-06 00:47:00,56.155,56.096,56.155,56.095,116304,1707151620,56.547,0.4510000000000005,0.008039788933257283,True,78.93768035070212,71.52220229783143,93.76863645644352,34.95887418149823,0.0029180809978975085,0.0026424939612274038,0.061928571428571236,-9391290,-9326194.386167137,-8353787.6305517815,0.5240883
11314,2024-02-13 22:35:00,56.045,56.055,56.07,55.995,493780,1707834900,56.245,0.18999999999999773,0.003389528142003349,True,,,,-37.61146496815287,0.003311714676492722,0.005376872002960504,,-10340180,-10626461.185185187,-11662431.876495022,0.5526544
11315,2024-02-13 22:36:00,56.055,56.205,56.205,56.015,485068,1707834960,56.285,0.0799999999999983,0.0014233609109509527,False,,,,-10.760792639773541,0.004928228675491059,0.00816125667348773,,-9855112,-10369344.790123459,-11591556.587220708,0.5526544
11316,2024-02-13 22:37:00,56.235,56.275,56.275,56.175,635521,1707835020,56.381,0.10600000000000165,0.001883607285650851,False,,,,15.834158999764071,0.006910896965922694,0.010876233546785965,,-9219591,-9986093.526748974,-11498538.328898327,0.50985765
11317,2024-02-13 22:38:00,56.28,56.292,56.295,56.251,584234,1707835080,56.405,0.11299999999999955,0.0020073900376607608,False,,,,39.360309655951596,0.008822740541983946,0.012646427694106451,,-8635357,-9535848.01783265,-11386256.708157215,0.5274174
11318,2024-02-13 22:39:00,56.315,56.375,56.385,56.295,600528,1707835140,56.395,0.020000000000003126,0.0003547671840355322,False,,,,58.76858378972892,0.010826052387605353,0.014832676078848169,,-8034829,-9035508.345221767,-11254828.170582423,0.5274174
11319,2024-02-13 22:40:00,56.315,56.305,56.315,56.255,531213,1707835200,56.275,-0.030000000000001137,-0.0005328123612468012,False,,,,68.62233558016389,0.012150617674388433,0.014799748247954592,,-8566042,-8879019.563481178,-11149385.575657623,0.5274174
11320,2024-02-13 22:41:00,56.325,56.255,56.325,56.255,455762,1707835260,56.399,0.14399999999999835,0.0025597724646697776,False,,,,62.78374092249537,0.012660199809770983,0.013679364080536079,,-9021804,-8926614.37565412,-11065951.004063208,0.5274174
11321,2024-02-13 22:42:00,56.185,56.17,56.215,56.155,426418,1707835320,56.395,0.22500000000000142,0.0040056969912765075,True,,,,45.14470447910742,0.012217964513312729,0.011333493920396214,,-9448222,-9100483.583769415,-11002510.65096269,0.5743963
11322,2024-02-13 22:43:00,56.135,56.245,56.245,56.058,464860,1707835380,56.425,0.17999999999999972,0.003200284469730638,True,,,,43.2488747474744,0.011746404092947759,0.010803283252217815,,-8983362,-9061443.055846278,-10923328.350924939,0.5307788
11323,2024-02-13 22:44:00,56.245,56.361,56.361,56.211,375628,1707835440,56.339,-0.021999999999998465,-0.000390340838523065,False,,,,56.28209273288424,0.011859111429108386,0.012084526101429639,,-8607734,-8910206.703897519,-10832520.72932004,0.5307788
11324,2024-02-13 22:45:00,56.285,56.165,56.285,56.165,333306,1707835500,56.25,0.08500000000000085,0.001513398023680243,False,,,,49.83574016685047,0.011080515861472908,0.009523324726201947,0.1347142857142854,-8941040,-8920484.469265014,-10758345.014444746,0.5307788
11325,2024-02-13 22:46:00,56.145,56.175,56.235,56.145,239546,1707835560,56.195,0.020000000000003126,0.00035603026257237434,False,,,,43.54685119770828,0.010005936405597438,0.007856777493846495,0.12421428571428501,-8701494,-8847487.646176677,-10677684.190348875,0.5307788
11326,2024-02-13 22:47:00,56.195,56.315,56.315,56.195,205188,1707835620,56.105,-0.21000000000000085,-0.0037290242386575664,False,,,,51.95715458820516,0.009623269566983627,0.008857935889756008,0.11849999999999941,-8496306,-8730427.097451119,-10592139.947590096,0.5307788
11327,2024-02-13 22:48:00,56.305,56.235,56.335,56.235,247632,1707835680,56.195,-0.03999999999999915,-0.0007113007913221151,False,,,,47.5503526888902,0.009092115155675514,0.008029806333059285,0.11892857142857086,-8743938,-8734930.73163408,-10519661.439841466,0.5307788
11328,2024-02-13 22:49:00,56.215,56.287,56.315,56.215,246424,1707835740,56.339,0.0519999999999996,0.0009238367651500276,False,,,,52.94266701107978,0.008781321747131525,0.008159734930043547,0.11999999999999897,-8497514,-8655791.821089387,-10440361.54023984,0.5307788
11329,2024-02-13 22:50:00,56.385,56.185,56.385,56.185,337360,1707835800,56.485,0.29999999999999716,0.005339503426181314,True,,,,40.435489998804755,0.008002722314905265,0.006445523450452748,0.12071428571428454,-8834874,-8715485.88072626,-10377401.244544161,0.5307788
11336,2024-02-13 22:57:00,56.375,56.494,56.494,56.347,354790,1707836220,56.94,0.44599999999999795,0.007894643678974722,True,,,,48.54375872279138,0.008245273650168427,0.011023346465219134,0.14335714285714168,-8389176,-8640174.758451287,-9992094.771770451,0.5307788
11337,2024-02-13 22:58:00,56.485,56.525,56.525,56.474,276660,1707836280,56.977,0.4519999999999982,0.007996461742591741,True,,,,62.86660347082909,0.009698381190025099,0.012604596269738444,0.13628571428571337,-8112516,-8464288.505634192,-9918385.800328473,0.5307788
11338,2024-02-13 22:59:00,56.485,56.515,56.58,56.475,314874,1707836340,57.005,0.490000000000002,0.008670264531540335,True,,,,68.49653278939991,0.010861598577949856,0.013188033353799372,0.12978571428571328,-8427390,-8451989.003756128,-9859915.37678618,0.5307788
11339,2024-02-13 23:00:00,56.484,56.495,56.495,56.445,299962,1707836400,57.085,0.5900000000000034,0.010443402070979794,True,,,,69.41268384464117,0.01156387448942348,0.012968426312370723,0.12835714285714214,-8727352,-8543776.669170752,-9815501.126716133,0.5307788
11340,2024-02-13 23:01:00,56.419,56.435,56.475,56.4,247514,1707836460,57.218,0.7830000000000013,0.013874368742801475,True,,,,61.057276534185874,0.011578985130096916,0.011609206411443787,0.1251428571428563,-8974866,-8687473.112780502,-9782535.0433155,0.5307788
11341,2024-02-13 23:02:00,56.485,56.455,56.515,56.442,229156,1707836520,57.255,0.8000000000000043,0.014170578336728443,True,,,,49.99875013288273,0.011326888827883734,0.01082269622345737,0.12371428571428465,-8745710,-8706885.408520335,-9741875.237695286,0.5307788
11342,2024-02-13 23:03:00,56.425,56.411,56.435,56.385,324716,1707836580,57.145,0.7340000000000018,0.013011646664657633,True,,,,34.27641975772357,0.010684254960516969,0.00939898722578344,0.12157142857142793,-9070426,-8828065.605680224,-9715543.895040568,0.5307788
11343,2024-02-13 23:04:00,56.375,56.329,56.473,56.329,354636,1707836640,57.175,0.8459999999999965,0.015018906779811403,True,,,,15.80948002536158,0.00945521874776653,0.006997146322265649,0.11757142857142812,-9425062,-9027064.403786816,-9704152.448176233,0.62630504
11344,2024-02-13 23:05:00,56.335,56.245,56.335,56.21,345696,1707836700,57.237,0.9920000000000044,0.017637123299848956,True,,,,3.01961360164168,0.007633867373745466,0.003991164625703336,0.12042857142857091,-9770758,-9274962.269191211,-9706764.430600693,0.62630504
11345,2024-02-13 23:06:00,56.25,56.285,56.305,56.25,203656,1707836760,57.19,0.9050000000000011,0.016078884249800144,True,,,,-3.135184047522074,0.005965519948616899,0.002628825098359764,0.1182857142857142,-9567102,-9372342.179460809,-9701287.472537922,0.5854298
11349,2024-02-13 23:10:00,56.365,56.275,56.365,56.265,250676,1707837000,57.527,1.2520000000000024,0.022247889826743715,True,,,,20.645786859546973,0.0037276151333444888,0.0022244642351308976,0.09242857142857121,-9584554,-9392851.418165099,-9649258.134159515,0.55598736
11350,2024-02-13 23:11:00,56.29,56.399,56.44,56.29,166210,1707837060,57.37,0.9709999999999965,0.017216617315909795,True,,,,27.26446366287888,0.0034696447849053374,0.0029537040880270337,0.09371428571428554,-9418344,-9401348.9454434,-9640202.677917965,0.55598736
11351,2024-02-13 23:12:00,56.385,56.395,56.395,56.335,159998,1707837120,57.431,1.0359999999999943,0.01837042290983233,True,,,,33.4634942349401,0.0034089175921655237,0.003287463206685896,0.09464285714285683,-9578342,-9460346.6302956,-9637776.768980006,0.55598736
11352,2024-02-13 23:13:00,56.315,56.425,56.435,56.315,111232,1707837180,57.545,1.1200000000000045,0.01984935755427567,True,,,,47.792750567197544,0.0035739180776812813,0.003903919048712797,0.09571428571428596,-9467110,-9462601.086863734,-9631083.954510203,0.62055176
11353,2024-02-13 23:14:00,56.366,56.339,56.366,56.285,222816,1707837240,57.64,1.301000000000002,0.023092351656933952,True,,,,45.92487241798513,0.0033322894261374365,0.002849032123049746,0.10071428571428598,-9689926,-9538376.057909157,-9633391.48570588,0.50207645
11354,2024-02-13 23:15:00,56.285,56.25,56.3,56.25,136000,1707837300,57.565,1.3149999999999977,0.023377777777777737,True,19.90445859872611,19.90445859872611,19.90445859872611,29.29865507686759,0.002457727437150784,0.0007086034591774791,0.10028571428571453,-9825926,-9634226.038606105,-9640941.858815454,0.578834
11615,2024-02-14 03:36:00,56.104,56.123,56.125,56.09,126608,1707852960,55.48,-0.6430000000000007,-0.011456978422393684,False,22.909373924399567,13.741784732463133,41.24455230827243,98.53336777909618,0.0021291002363254654,0.0054442230051783965,0.06678571428571546,-10807022,-10839041.139408361,-9887619.618177373,0.52532876
11618,2024-02-14 03:39:00,56.085,56.13,56.13,56.075,141864,1707853140,55.524,-0.6060000000000016,-0.010796365579903823,False,31.179652545943394,16.54599187713154,60.4469738835671,89.24765623259893,0.005522067822314963,0.006995492370715254,0.0710714285714289,-10694614,-10753296.411676552,-9980410.050967952,0.52532876
11619,2024-02-14 03:40:00,56.13,56.205,56.205,56.13,115400,1707853200,55.449,-0.7560000000000002,-0.013450760608486793,False,34.52106324342249,17.744329968217606,68.07452979383226,95.34896574880506,0.006415030907787155,0.008200957078731537,0.0692142857142858,-10579214,-10695268.941117702,-10003892.55877313,0.5551777
11620,2024-02-14 03:41:00,56.203,56.235,56.235,56.197,142488,1707853260,55.495,-0.740000000000002,-0.013159064639459447,False,37.964916479768846,19.092369068987686,75.71001130133116,102.02488228706639,0.007368254623344694,0.00927470205445977,0.06907142857142848,-10436726,-10609087.960745135,-10020866.4192134,0.5969823
11621,2024-02-14 03:42:00,56.215,56.215,56.22,56.201,83800,1707853320,55.455,-0.7600000000000051,-0.01351952325891675,False,40.96237733233714,20.55036961987765,81.78639275725612,104.41381174136095,0.008060823638102881,0.009445961667619253,0.06471428571428563,-10520526,-10579567.307163425,-10040460.91257758,0.5969823
11622,2024-02-14 03:43:00,56.225,56.159,56.225,56.159,98552,1707853380,55.505,-0.6539999999999964,-0.011645506508306707,False,43.15296139094013,22.057209071281815,85.34446603025674,95.14705296957699,0.008196499091722749,0.008467849998962482,0.06157142857142871,-10619078,-10592737.53810895,-10063151.77875101,0.5969823
11624,2024-02-14 03:45:00,56.105,56.082,56.105,56.08,142648,1707853500,55.426,-0.6559999999999988,-0.011697157733319048,False,45.84927343787218,25.05283512186167,87.4421500698932,44.473067607721276,0.006968402106500797,0.005339779676912707,0.05614285714285724,-10953798,-10761627.128048424,-10126262.021061582,0.55058813
11688,2024-02-14 04:49:00,56.159,56.15,56.159,56.145,126296,1707857340,,,,False,66.27253882222557,37.54658339482977,123.72444967701719,107.13026824753918,0.018348374331761452,0.02057090234312046,0.07649999999999935,-10817790,-11070665.293954495,-12339909.30396504,0.59373224
11693,2024-02-14 04:54:00,56.058,56.055,56.085,56.055,201896,1707857640,,,,False,72.37832472833226,47.136130659902136,122.86271286519252,36.865277298725175,0.015921961693122662,0.014087982574435005,0.08614285714285634,-12046918,-11800224.046940511,-12241524.340285255,0.5230993
11694,2024-02-14 04:55:00,56.115,56.09,56.134,56.075,510592,1707857700,,,,False,73.62327851837331,48.901940517133546,123.06595452085286,40.58552033025657,0.015206068865213567,0.013774283209395376,0.08385714285714231,-11536326,-11712258.031293675,-12213869.503411323,0.5230993
13070,2024-02-21 01:51:00,54.685,54.669,54.685,54.635,102476,1708451460,54.945,0.27600000000000335,0.00504856500027444,True,43.7847495994686,23.522805389332156,84.30863801974148,20.540739042602823,0.003974767902574913,0.003147884843472385,0.08621428571428627,-9388146,-9238361.36876905,-9017807.875210088,0.5240883
13086,2024-02-21 02:07:00,54.715,54.74,54.78,54.715,82148,1708452420,54.66,-0.0800000000000054,-0.0014614541468762404,False,70.08931513213143,51.57359734602252,107.12075070434925,7.626255731195556,0.0017367328136792645,0.00016803413346027453,0.05535714285714225,-9419870,-9340771.302142657,-9093199.304213645,0.5743014
13087,2024-02-21 02:08:00,54.761,54.705,54.761,54.705,81012,1708452480,54.679,-0.02599999999999625,-0.0004752764829539576,False,69.64288459951315,52.778216496255226,103.37222080602902,6.096147250647022,0.0009223727830823016,-0.0007063472781116247,0.057571428571428385,-9500882,-9394141.534761772,-9109186.860911148,0.5743014
13088,2024-02-21 02:09:00,54.725,54.79,54.79,54.725,97916,1708452540,54.661,-0.12899999999999778,-0.0023544442416498956,False,70.23812086430753,53.94221012079205,102.82994235133852,25.891145941530283,0.0006600840018729607,0.0001355064394542787,0.0605714285714285,-9402966,-9397083.023174515,-9120707.611463651,0.5240883
13089,2024-02-21 02:10:00,54.745,54.79,54.82,54.745,94488,1708452600,54.725,-0.06499999999999773,-0.0011863478736995386,False,70.79367471144896,55.06564109350251,102.24974194734187,39.66809660236768,0.0006609810064628332,0.0006627750156425784,0.0634285714285718,-9497454,-9430540.015449677,-9135481.979641547,0.5969416
13090,2024-02-21 02:11:00,54.8,54.775,54.81,54.775,62036,1708452660,54.795,0.020000000000003126,0.00036513007759019856,False,71.13362020687619,56.13683970106075,101.12718121850708,45.37620084915346,0.0006862115615960422,0.0007366726718624599,0.06057142857142951,-9559490,-9473523.343633119,-9152109.745145801,0.5439243
13091,2024-02-21 02:12:00,54.746,54.72,54.765,54.72,87568,1708452720,54.905,0.18500000000000227,0.0033808479532164157,True,70.79614076451303,57.11412643862424,98.16016941629059,34.204874332387334,0.00041415811685102313,-0.0001299487726390151,0.05964285714285771,-9647058,-9531368.229088746,-9171519.48063028,0.5743014
13092,2024-02-21 02:13:00,54.725,54.75,54.755,54.725,68252,1708452780,54.925,0.17499999999999716,0.0031963470319634184,True,70.83830280878361,58.02907152996819,96.45676536641443,27.16796516667307,0.0002131619163773021,-0.00018883048457014006,0.059142857142857864,-9578806,-9547180.819392499,-9187491.50099772,0.5743014
13093,2024-02-21 02:14:00,54.745,54.819,54.834,54.745,88268,1708452840,54.875,0.055999999999997385,0.0010215436253853114,False,71.69908262153143,58.94040560273908,97.21643665911614,38.47057337138686,0.00044262569629548924,0.0009015532561318635,0.06014285714285857,-9490538,-9528299.879595,-9199375.677429182,0.5969416
13094,2024-02-21 02:15:00,54.815,54.815,54.815,54.79,67872,1708452900,54.909,0.0940000000000012,0.0017148590714220779,False,72.4548580658103,59.841369100277156,97.68183599687659,49.44943075763675,0.000797868687122554,0.0015083546687766835,0.05921428571428728,-9558410,-9538336.586396668,-9213455.4547849,0.5206971
13095,2024-02-21 02:16:00,54.761,54.705,54.761,54.705,119500,1708452960,54.965,0.2600000000000051,0.004752764829540355,True,71.85072467094676,60.64199280498846,94.26818840286336,33.66375319699898,0.000554777143949575,6.859405760361699e-05,0.0642142857142873,-9677910,-9584861.057597779,-9231669.358518826,0.578834
13107,2024-02-21 02:28:00,54.802,54.725,54.821,54.72,340336,1708453680,55.07,0.34499999999999886,0.006304248515303771,True,74.9664352805232,69.0431016304246,86.8131025807204,37.96970369913184,0.0067348520130821364,0.00343059419330062,0.08100000000000053,-9925702,-9585414.022602549,-9349093.506497717,0.5015949
13109,2024-02-21 02:30:00,54.69,54.715,54.725,54.665,126232,1708453800,55.103,0.3879999999999981,0.007091291236406801,True,67.66099709015822,69.0714031602482,64.84018494997827,4.107896483528748,0.002289175984547874,-0.0019902980483366677,0.07957142857142939,-9969262,-9826714.454490023,-9401536.580200313,0.5913993
13110,2024-02-21 02:31:00,54.745,54.72,54.745,54.693,129272,1708453860,55.097,0.37700000000000244,0.00688961988304098,True,64.63174543229583,68.7754259783847,56.3443843401181,-5.242835634389536,0.0005184343138373482,-0.0030230490275837043,0.07614285714285783,-9839990,-9831139.636326682,-9418730.831957163,0.5913993
13142,2024-02-21 03:03:00,55.065,55.035,55.065,55.009,111060,1708455780,55.14,0.10500000000000398,0.0019078768056691921,False,71.31396638342925,60.124259821279516,93.6933795077287,57.60732184098366,0.007772167077035681,0.007145311320083153,0.06164285714285711,-9509606,-9325662.126555113,-9355263.55951393,0.5969823
13144,2024-02-21 03:05:00,54.949,54.925,54.955,54.925,71336,1708455900,55.05,0.125,0.0022758306781975423,False,69.91369284183556,61.426205088926494,86.88866834765369,15.771780212863092,0.0053199610951031075,0.002658132253616117,0.06285714285714203,-9658286,-9526305.611802272,-9381251.800996905,0.578834
13146,2024-02-21 03:07:00,54.979,55.025,55.044,54.979,115108,1708456020,55.103,0.07800000000000296,0.0014175374829623437,False,70.69737726202793,62.587540647667616,86.91705049074854,22.82248955615539,0.003978462615530809,0.0030599433806157753,0.05942857142857046,-9373374,-9466923.160801012,-9384983.067356236,0.50077814
13157,2024-02-21 03:18:00,54.865,54.875,54.885,54.865,102384,1708456680,55.365,0.490000000000002,0.00892938496583147,True,73.59072187663006,69.12411215020197,82.52394132948623,2.7574794088243095,0.0008407618301054491,-0.0020181241963874827,0.061785714285714936,-9867722,-9633625.039133154,-9405200.540346237,0.5913993
13160,2024-02-21 03:21:00,55.185,55.135,55.185,55.13,151348,1708456860,55.429,0.29400000000000404,0.00533236601070108,True,75.31514671919967,70.09867785944118,85.74808443871666,32.33253848910397,0.0017600065026565374,0.0038749583681275657,0.08214285714285806,-9591414,-9592877.715298712,-9426077.47288143,0.5913993
13161,2024-02-21 03:22:00,55.145,55.105,55.175,55.105,102084,1708456920,55.429,0.3240000000000052,0.005879684239179842,True,75.56949925676024,70.46339928592911,85.78169919842247,40.93645244895694,0.0025781305084973285,0.004214378520178911,0.08421428571428637,-9693498,-9626417.810199142,-9436564.552376278,0.5913993
13167,2024-02-21 03:28:00,55.005,55.125,55.125,55.005,115836,1708457280,55.415,0.28999999999999915,0.005260770975056674,True,67.627453808056,70.32235656087134,62.23764830242533,34.56767339014441,0.0007176661148263215,0.0017451712505652985,0.10157142857142887,-9963126,-10001482.69115603,-9563121.42223659,0.5913993
13168,2024-02-21 03:29:00,55.135,55.136,55.145,55.135,92584,1708457340,55.48,0.3439999999999941,0.006239117817759614,True,68.18201995058205,70.17966745351872,64.18672494470869,52.06537233463007,0.0015494461089211142,0.0032130060971106997,0.10071428571428649,-9870542,-9957835.794104021,-9575177.131168488,0.53821695
13169,2024-02-21 03:30:00,55.115,55.175,55.195,55.115,103752,1708457400,55.498,0.3230000000000004,0.0058541005890348965,True,69.40231771964227,70.12784413792696,67.9512648830729,66.48067745823461,0.002603398162510902,0.004711302269690477,0.09714285714285761,-9766790,-9894153.862736015,-9582691.361318745,0.53821695
13170,2024-02-21 03:31:00,55.185,55.125,55.185,55.114,98960,1708457460,55.45,0.32500000000000284,0.005895691609977376,True,69.64036140319764,70.095345288945,68.73039363170295,70.38185319623474,0.003320586378480107,0.004754962810418516,0.09828571428571513,-9865750,-9884685.908490676,-9593791.70009056,0.53821695
13171,2024-02-21 03:32:00,55.085,55.155,55.155,55.085,102372,1708457520,55.45,0.2950000000000017,0.005348563140241169,True,70.40307604838989,70.11586067290798,70.9775067993537,75.66798297804799,0.0039381693945875935,0.005173335426802565,0.09900000000000121,-9763378,-9844249.938993786,-9600442.143224264,0.53821695
13172,2024-02-21 03:33:00,55.185,55.14,55.185,55.135,107492,1708457580,55.385,0.24499999999999744,0.004443235400797922,True,70.84467278029905,70.16444814673406,72.20512204742903,70.73004825884945,0.004322107385723214,0.005089983367994454,0.09685714285714399,-9870870,-9853123.292662524,-9611047.157215469,0.53821695
13173,2024-02-21 03:34:00,55.187,55.078,55.195,55.078,98256,1708457640,55.345,0.2669999999999959,0.004847670576273574,True,70.13971261296386,70.16279911114938,70.0935396165928,49.36802033702779,0.004190589263518996,0.003927553019110558,0.084500000000001,-9969126,-9891790.861775016,-9625089.464775646,0.53821695
13174,2024-02-21 03:35:00,55.051,55.05,55.095,55.05,88868,1708457700,55.374,0.3240000000000052,0.005885558583106361,True,68.97724528561308,70.08376218944696,66.76421147794531,28.341653297814958,0.00367876553333042,0.002655118072953266,0.08092857142857264,-10057994,-9947191.907850012,-9642066.113215817,0.5913993
13175,2024-02-21 03:36:00,55.065,55.085,55.105,55.065,71692,1708457760,55.451,0.36599999999999966,0.006644277026413718,True,68.52290641071637,69.97970513753158,65.60930895708597,17.075225339927215,0.003238991834954154,0.0023594444382016213,0.07985714285714403,-9986302,-9960228.605233341,-9655565.559756374,0.5913993
13176,2024-02-21 03:37:00,55.065,55.103,55.145,55.06,71144,1708457820,55.505,0.402000000000001,0.0072954285610584,True,68.42318111847045,69.87593686959417,65.51766961622303,12.497661670074422,0.002963570673881973,0.0024127283517376102,0.07307142857142981,-9915158,-9945205.070155561,-9665745.655452203,0.5913993
13177,2024-02-21 03:38:00,55.125,55.11,55.156,55.11,79496,1708457880,55.468,0.3580000000000041,0.006496098711667648,True,68.45623030516701,69.78128976529902,65.80611138490298,11.514691838571906,0.002811690267218802,0.00250792945389246,0.07114285714285781,-9835662,-9908690.713437041,-9672409.041512903,0.5913993
13178,2024-02-21 03:39:00,55.125,55.141,55.145,55.119,62360,1708457940,55.535,0.39399999999999835,0.007145318365644409,True,69.045634771309,69.73224609903302,67.67241211586096,25.55106115253301,0.002880211471749137,0.003017253880809806,0.07185714285714338,-9773302,-9863561.142291361,-9676365.62812024,0.5913993
13179,2024-02-21 03:40:00,55.129,55.155,55.185,55.115,60376,1708458000,55.62,0.4649999999999963,0.00843078596682071,True,69.84799785862715,69.73996288300597,70.06406780986953,36.90661662356435,0.0030879260101909227,0.0035033550870744944,0.07042857142857224,-9712926,-9813349.428194242,-9677799.368193956,0.5913993
13180,2024-02-21 03:41:00,55.155,55.191,55.205,55.155,99456,1708458060,55.655,0.46399999999999864,0.008407167835335447,True,71.24551872210608,69.84033327227932,74.0558896217596,51.48937598953616,0.003499218397692594,0.004321803172695935,0.06578571428571475,-9613470,-9746722.952129494,-9675276.647872625,0.53821695
13193,2024-02-21 03:54:00,55.385,55.345,55.39,55.345,139968,1708458840,55.425,0.0799999999999983,0.0014454783629957231,False,82.0114959932412,75.71255743921547,94.60937310129265,47.82114801638005,0.01001758056949961,0.008992392702407204,0.06200000000000015,-9607786,-9359403.139939552,-9486014.544105303,0.60937166
13194,2024-02-21 03:55:00,55.375,55.345,55.375,55.345,134444,1708458900,55.48,0.134999999999998,0.0024392447375552987,False,81.49355787652007,76.09795746836912,92.28475869282198,26.028723813266467,0.00926895390156344,0.007771700565691097,0.060571428571429005,-9742230,-9487012.093293035,-9496062.20904235,0.65954304
13195,2024-02-21 03:56:00,55.385,55.435,55.437,55.385,122164,1708458960,55.54,0.10499999999999687,0.0018941102191755545,False,81.91923987667128,76.48604296225594,92.785633705502,37.595299004438274,0.00894112673739561,0.008285472409059951,0.06078571428571473,-9620066,-9531363.39552869,-9500925.102805397,0.65954304
13196,2024-02-21 03:57:00,55.425,55.42,55.455,55.42,188076,1708459020,55.595,0.17499999999999716,0.003157704799711244,True,82.16502792529727,76.86464195979202,92.76579985630775,42.8591537028245,0.008691386383461766,0.008191905675594078,0.056857142857142814,-9808142,-9623622.93035246,-9512972.824264009,0.52681
13199,2024-02-21 04:00:00,55.461,55.498,55.498,55.445,105176,1708459200,55.635,0.13700000000000045,0.002468557425492819,False,84.11791343381827,78.0585731131887,96.23659407507742,68.59536464709544,0.008678370943955665,0.009101584414977146,0.057785714285714614,-9688190,-9734477.090474805,-9547025.516926644,0.5925076
13200,2024-02-21 04:01:00,55.479,55.45,55.495,55.45,120536,1708459260,55.585,0.134999999999998,0.0024346257889990624,False,84.52015354833142,78.48934514219822,96.58177036059783,67.08347236490928,0.008611757774947713,0.008478531436931808,0.057642857142857294,-9808726,-9759226.726983204,-9557288.280968737,0.5925076
13201,2024-02-21 04:02:00,55.435,55.45,55.45,55.427,147504,1708459320,55.485,0.03499999999999659,0.0006311992786293343,False,84.89557765521036,78.91642730973236,96.85387834616637,64.04008444478049,0.008376107921406983,0.007904808214325522,0.05464285714285718,-9956230,-9824894.48465547,-9572933.054264082,0.61359274
13203,2024-02-21 04:04:00,55.38,55.345,55.38,55.325,137680,1708459440,55.132,-0.21300000000000097,-0.0038485861414762125,False,83.75885714568177,79.59224142016451,92.09208859671631,28.610700957446113,0.006642503893373611,0.004542665339676382,0.05364285714285698,-10275190,-10044463.10429132,-9621744.568738202,0.58623904
13205,2024-02-21 04:06:00,55.395,55.451,55.475,55.395,101504,1708459560,55.1,-0.3509999999999991,-0.006329912896070388,False,83.7144550844278,80.09779899628342,90.94776726071655,31.540779699292443,0.0052775794903836,0.004455563405550856,0.05828571428571446,-9992718,-10038272.268573921,-9654094.464260062,0.55681056
13206,2024-02-21 04:07:00,55.475,55.505,55.505,55.435,77944,1708459620,55.195,-0.3100000000000023,-0.005585082425006797,False,84.69086846131296,80.40400362728538,93.26459812936812,48.36500980372496,0.005403985955931461,0.005656798887027179,0.060500000000000095,-9914774,-9997106.179049281,-9664317.191151824,0.5424152
13207,2024-02-21 04:08:00,55.515,55.468,55.515,55.455,76568,1708459680,55.293,-0.17500000000000426,-0.0031549722362443976,False,85.19781602837301,80.72359112069122,94.14626584373659,57.27325701029588,0.0055029746359068835,0.00570095199585773,0.060500000000000095,-9991342,-9995184.786032856,-9677141.693459596,0.5424152
13208,2024-02-21 04:09:00,55.445,55.535,55.535,55.445,133600,1708459740,55.295,-0.23999999999999488,-0.0043215989916268105,False,86.18462829314815,81.08766026552169,96.37856434840108,71.66809958941681,0.005898237145608658,0.006688762165012204,0.06478571428571403,-9857742,-9949370.524021905,-9684224.058421966,0.57206494
13212,2024-02-21 04:13:00,55.63,55.621,55.64,55.61,100736,1708459980,55.4,-0.22100000000000364,-0.0039733194297118645,False,88.22862406779522,82.70747258618867,99.27092703100831,92.83527705597695,0.009001839690761033,0.009948044886492353,0.06657142857142821,-9556062,-9649234.251658648,-9668287.876725469,0.6133877
13215,2024-02-21 04:16:00,55.535,55.53,55.54,55.455,159720,1708460160,55.6,0.07000000000000028,0.0012605798667387048,False,86.28557510718393,83.5047379964677,91.84724932861639,42.93705979730824,0.007574533141910696,0.006147410261701307,0.07671428571428608,-9786294,-9776449.333824787,-9686496.310867423,0.54849124
13217,2024-02-21 04:18:00,55.6,55.56,55.625,55.56,86768,1708460280,55.645,0.08500000000000085,0.001529877609791232,False,86.10560595064106,83.85408887359381,90.60864010473557,44.65357325601239,0.006778022470626746,0.005983430445693682,0.07600000000000051,-9686222,-9707041.259477684,-9683205.989385884,0.57206494
13218,2024-02-21 04:19:00,55.58,55.575,55.595,55.558,140848,1708460340,55.56,-0.015000000000000568,-0.00026990553306343803,False,86.05628913116747,84.00090222409871,90.16706294530499,49.244906336922696,0.006467856246061711,0.00584752379693164,0.07292857142857148,-9545374,-9653152.172985123,-9677800.813331537,0.57206494
