,dt,open,close,high,low,vol,ts,icon_1,icon_2,icon_11,icon_12,icon_13,icon_41,icon_34,icon_35,icon_38,icon_39,jw1,jw5,jw30,close_nxt30min,close_diff_nxt30min,close_diffrate_nxt30min,label1,k,d,j,duanxian,pianliEMA,pianli,atr,obv,m5,m10,predict_score,ts_diff
6186,2024/4/16 22:27,55.82,55.865,55.94,55.82,279364,1713277620,,,,,,,,,,,70.61581686,28.92978987,2.891605368,55.74,-0.125,-0.002237537,FALSE,80.5500881,92.79665448,56.05695533,-22.27615756,-0.000266732,-0.002364202,0.11,-3973556,-4047673.488,-4346857.22,0.525786,72300
6212,2024/4/16 22:59,55.633,55.682,55.682,55.633,105872,1713279540,,,,,,,,,,,19.71204289,43.50007975,2.008884339,56.085,0.403,0.007237527,TRUE,35.27274948,46.16007877,13.49809088,31.46199801,0.00087509,0.000433466,0.080214286,-4154732,-4034285.39,-4063220.015,0.5315014,1920
6218,2024/4/16 23:40,55.96,55.855,55.96,55.84,93708,1713282000,,,,,,,,,,,82.0750804,81.56693845,2.141859279,56.02,0.165,0.002954078,TRUE,72.30737747,67.78174543,81.35864155,17.9684408,0.001444472,-0.000300857,0.069071429,-4031256,-4006440.567,-4053709.043,0.5315014,2460
6231,2024/4/17 0:10,56.01,56.02,56.02,55.98,127752,1713283800,,,,,,,,,,,17.21932975,94.74676028,2.268587302,56.015,-0.005,-8.93E-05,FALSE,48.01763812,63.47813146,17.09665143,65.82473368,-0.005289362,-0.001238224,0.100214286,-4058180,-4325156.31,-4167698.557,0.5315014,1800
6239,2024/4/17 0:40,55.992,56.015,56.03,55.992,39304,1713285600,,,,,,,,,,,53.36522959,101.2274313,2.738848376,56.171,0.156,0.002784968,TRUE,56.08890799,57.46052445,53.34567508,39.9368066,-0.000988846,-0.000936565,0.063928571,-4013548,-3983995.062,-3856842.265,0.5360209,1800
6256,2024/4/17 1:13,56.021,56.005,56.021,55.945,175004,1713287580,,,,,,,,,,,39.32267211,104.3402899,3.557032434,56.04,0.035,0.000624944,TRUE,50.81759089,56.56628333,39.32020599,42.36369028,0.000369839,0.000229368,0.086714286,-4460352,-4312886.13,-4114397.414,0.53188163,1980
6266,2024/4/17 1:48,55.937,55.8,55.937,55.8,158932,1713289680,,,,,,,,,,,68.68701927,86.57433267,4.107487978,55.939,0.139,0.002491039,TRUE,61.84391038,58.42248794,68.68675526,31.95970301,-6.48E-05,-0.0016609,0.178928571,-4563368,-4399772.642,-4519077.316,0.53188163,2100
6283,2024/4/17 2:18,56.03,55.939,56.03,55.939,275020,1713291480,,,,,,,,,,,76.06135477,80.43564223,4.254346477,56.045,0.106,0.001894921,TRUE,67.96923224,63.92318999,76.06131674,0.201348255,0.009833105,0.000541983,0.151928571,-3452688,-3196033.081,-3837221.091,0.51841015,1800
6302,2024/4/17 21:42,56.25,56.17,56.25,56.115,224263,1713361320,,,,,,,,,,,67.94475571,60.04798259,12.11556693,55.39,-0.78,-0.013886416,FALSE,,,,35.0628781,0.001186645,-0.001959109,,-4205190,-3932542.176,-3948582.459,0.52160245,69840
6331,2024/4/17 22:12,55.549,55.39,55.549,55.37,244385,1713363120,,,,,,,,,,,-7.847100164,40.3887959,12.17543795,55.41,0.02,0.000361076,TRUE,,,,-0.703604835,-0.017583998,-0.018647783,0.108071429,-5705891,-5453237.296,-4550593.383,0.53949755,1800
6359,2024/4/17 22:42,55.39,55.41,55.435,55.38,66966,1713364920,,,,,,,,,,,23.22566565,9.591402045,11.17158526,55.225,-0.185,-0.003338748,FALSE,21.04124447,15.12154335,32.88064671,12.1203323,-0.005660289,-0.004840764,0.092428571,-6256862,-6301471.202,-5627979.213,0.5225456,1800
6367,2024/4/17 23:34,54.47,54.44,54.48,54.44,394844,1713368040,,,,,,,,,,,4.520026471,-5.354236973,7.761806249,54.39,-0.05,-0.000918442,FALSE,25.31847604,35.40654416,5.142339797,-29.29763427,-0.018053142,-0.022973112,0.120642857,-8658346,-8520899.463,-7333464.131,0.5292563,3120
6396,2024/4/18 0:05,54.3,54.192,54.3,54.192,701080,1713369900,,,,,,,,,,,5.182995997,-14.28761787,6.232058613,53.91,-0.282,-0.00520372,FALSE,14.42586736,18.99817639,5.281249301,-12.41778215,-0.007147433,-0.011059708,0.091,-8880710,-8460160.951,-8021552.17,0.513498,1860
6426,2024/4/18 0:35,53.92,53.91,53.97,53.91,108412,1713371700,,,,,,,,,,,8.359077806,-15.834044,4.738198249,53.8,-0.11,-0.002040438,FALSE,13.29260202,15.75164027,8.374525527,6.794608923,-0.009857324,-0.009307679,0.099928571,-8678322,-8679517.799,-8344038.403,0.5169328,1800
6452,2024/4/18 3:10,53.93,53.91,53.93,53.88,79592,1713381000,,,,,,,,,,,-10.04664743,52.77661236,7.779466522,53.74,-0.17,-0.003153404,FALSE,24.53149162,41.82056079,-10.04664672,-1.372278294,-0.016833649,-0.016194034,0.112928571,-10235142,-10282236.05,-9099973.376,0.51778877,9300
6457,2024/4/18 21:32,53.765,53.63,53.785,53.63,400980,1713447120,,,,,,,,,,,56.76131726,42.79239589,6.1412438,53.29,-0.34,-0.006339735,FALSE,,,,,-0.001519121,-0.004557362,,-4581138,-4313818,-4195882.706,0.50283813,66120
6467,2024/4/18 23:56,54.07,54.1,54.1,54.055,150976,1713455760,,,,,,,,,,,-15.82021241,75.78373695,10.01892199,53.99,-0.11,-0.002033272,FALSE,25.41643504,46.11729693,-15.98528873,36.73778079,-0.004915496,-0.004056333,0.058571429,-6211916,-6312776.912,-6051110.778,0.509248,8640
6491,2024/4/19 0:26,53.915,53.99,53.99,53.915,136148,1713457560,,,,,,,,,,,16.12345776,75.05694051,11.182457,53.4,-0.59,-0.01092795,FALSE,20.5465293,22.77165945,16.09626901,9.604271298,-0.003096605,-0.002478744,0.057214286,-7774112,-7768888.095,-7018184.418,0.509248,1800
6512,2024/4/19 0:56,53.39,53.4,53.424,53.39,240868,1713459360,,,,,,,,,,,4.706229481,59.53746026,11.9935569,52.815,-0.585,-0.010955056,FALSE,15.61392681,21.06989224,4.701995958,-12.33149557,-0.01752065,-0.01676641,0.087428571,-8952436,-9183819.845,-8293616.357,0.50919366,1800
6542,2024/4/19 1:26,52.67,52.815,52.85,52.67,426400,1713461160,,,,,,,,,,,0.472184673,26.32248372,11.02449206,52.721,-0.094,-0.001779797,FALSE,7.829691167,11.50876218,0.471549131,-12.54113026,-0.018401776,-0.018984612,0.100285714,-10669316,-10651748.15,-9264807.854,0.5317338,1800
6553,2024/4/19 22:15,51.54,51.515,51.61,51.515,430564,1713536100,,,,,,,,,,,17.38237695,20.08636426,12.13662531,51.345,-0.17,-0.00330001,FALSE,17.09677419,17.09677419,17.09677419,-17.09678373,-0.012342326,-0.014809079,0.128928571,-7499056,-7041980.934,-6293458.99,0.5292563,74940
6581,2024/4/19 22:45,51.24,51.345,51.35,51.24,229056,1713537900,,,,,,,,,,,13.8231995,11.0116657,11.43685305,51.12,-0.225,-0.004382121,FALSE,16.93490792,14.57660846,21.65150684,41.45329737,-0.010615519,-0.005383221,0.118857143,-8771036,-9060057.505,-8294561.692,0.50919366,1800
6583,2024/4/19 23:17,51.075,51,51.075,50.99,157804,1713539820,,,,,,,,,,,33.71731224,11.92762162,11.20763761,50.865,-0.135,-0.002647059,FALSE,35.91511708,36.12253032,35.50029061,8.130143911,-0.00638834,-0.00829541,0.1015,-9906468,-9677483.756,-8892014.647,0.5046155,1920
6586,2024/4/20 0:22,49.94,49.917,49.95,49.891,329024,1713543720,,,,,,,,,,,-2.301379949,-5.077328485,8.372763119,50.254,0.337,0.006751207,TRUE,7.465129585,12.32775848,-2.260128199,-10.32215231,-0.023211763,-0.021357648,0.085,-13844864,-14032493.9,-12260992.75,0.50175273,3900
6609,2024/4/20 0:52,50.23,50.254,50.254,50.2,242968,1713545520,,,,,,,,,,,57.70546898,-4.025496886,7.082066292,50.55,0.296,0.005890078,TRUE,27.54633191,12.46354452,57.71190669,70.71783393,0.006807329,0.010962104,0.086285714,-12746648,-12823581.17,-13228606.7,0.53470266,1800
6635,2024/4/20 1:25,50.45,50.44,50.49,50.43,95520,1713547500,,,,,,,,,,,111.7818086,16.62467529,7.618731507,50.821,0.381,0.007553529,TRUE,82.53584189,67.91245874,111.7826082,25.10012042,0.006610431,0.004219737,0.096785714,-11324736,-11319383.02,-11865363.66,0.5866686,1980
6638,2024/4/20 2:21,50.107,50.08,50.13,50.08,123848,1713550860,,,,,,,,,,,-1.297540451,29.81793412,8.336109823,49.3,-0.78,-0.01557508,FALSE,24.8112917,37.86569691,-1.297518715,36.10622884,-0.008792585,-0.007249287,0.101714286,-13177280,-13169743.01,-12283328.33,0.5061522,3360
6650,2024/4/20 2:52,49.19,49.24,49.275,49.19,224224,1713552720,,,,,,,,,,,-2.326103143,15.05237819,7.088142351,49.421,0.181,0.003675873,TRUE,8.927661622,14.55454256,-2.32610026,2.178508799,-0.024885178,-0.020733098,0.12,-19335048,-19336051.09,-15475624.59,0.5277347,1860
6658,2024/4/20 3:34,49.39,49.4,49.4,49.375,231520,1713555240,,,,,,,,,,,92.73920429,21.00316358,6.453746886,,,,FALSE,56.17997113,37.90035446,92.73920447,16.80264907,0.003198803,0.00166395,0.094571429,-19682720,-19393876.68,-19059783.08,0.50977993,2520
6659,2024/4/22 21:45,50.28,50.39,50.405,50.28,344703,1713793500,,,,,,,,,,,100.8977987,49.5734205,1.206170646,50.21,-0.18,-0.003572137,FALSE,,,,27.85557438,-0.001964956,-0.001271954,0.127214286,-5303431,-5395298.827,-5551905.204,0.500803,238260
6684,2024/4/22 22:16,50.265,50.225,50.265,50.225,133400,1713795360,,,,,,,,,,,59.6709147,82.45327364,3.70587277,49.75,-0.475,-0.009457442,FALSE,33.53277806,35.10763594,30.38306231,14.63225105,-0.006901798,-0.008148072,0.092928571,-6325184,-6203358.427,-5618137.855,0.5094072,1860
6700,2024/4/22 22:47,49.766,49.81,49.815,49.733,118102,1713797220,,,,,,,,,,,6.158988845,68.11176344,3.988353119,49.33,-0.48,-0.009636619,FALSE,20.31719908,19.71252211,21.52655303,45.13048758,-0.004008469,-0.002678841,0.081285714,-7437438,-7382825.505,-6880128.658,0.5134121,1860
6725,2024/4/22 23:17,49.196,49.33,49.33,49.196,173490,1713799020,,,,,,,,,,,0.416300824,45.64862829,4.135310886,49.775,0.445,0.00902088,TRUE,10.94871023,14.09591766,4.654295377,-11.08825886,-0.009751033,-0.009592304,0.071357143,-9139970,-9105454.861,-8179180.054,0.51242816,1800
6751,2024/4/22 23:47,49.724,49.775,49.775,49.71,77244,1713800820,,,,,,,,,,,111.1216617,47.4894773,4.683010654,50.255,0.48,0.009643395,TRUE,68.52528046,46.81460089,111.9466396,13.73557736,0.008844466,0.006370154,0.058642857,-7675756,-7605736.355,-7990213.149,0.5515986,1800
6765,2024/4/23 0:27,50.129,50.185,50.185,50.115,152028,1713803220,,,,,,,,,,,81.21473913,71.39437748,6.152902442,50.19,0.005,9.96E-05,TRUE,82.68760013,83.38567238,81.29145563,-13.64091455,0.005579332,0.003329378,0.064,-7203120,-7244491.112,-7290751.803,0.5079271,2400
6795,2024/4/23 0:57,50.15,50.19,50.19,50.15,44892,1713805020,,,,,,,,,,,32.76135206,77.79791379,7.658402924,50.73,0.54,0.010759115,TRUE,48.62541422,56.55144503,32.77335262,64.48748369,0.002698406,0.003239305,0.057857143,-7546520,-7574373.373,-7532977.694,0.51794785,1800
6818,2024/4/23 2:44,51.35,51.365,51.368,51.32,207880,1713811440,,,,,,,,,,,53.86027938,119.2561177,23.66860453,51.456,0.091,0.001771634,TRUE,78.69879628,91.11804842,53.86029199,-8.801403764,-0.000951391,-0.005560946,0.069857143,-5183316,-4740295.902,-4563744.024,0.5156547,6420
6846,2024/4/23 3:34,51.175,51.14,51.175,51.125,142152,1713814440,,,,,,,,,,,5.11446189,97.09011649,31.62846072,,,,FALSE,25.11390944,35.11363298,5.114462367,15.34510539,-0.005622216,-0.00633341,0.070214286,-5866700,-5737431.357,-5313781.29,0.509248,3000
6861,2024/4/24 22:14,54.46,54.42,54.464,54.39,145432,1713968040,,,,,,,,,,,90.78456492,72.61480805,104.0576847,54.115,-0.305,-0.005604557,FALSE,,,,32.76905287,0.001173744,-0.001144481,0.094,-4908798,-4654123.592,-4860811.704,0.5275083,153600
6876,2024/4/24 22:44,54.11,54.115,54.115,54.081,148664,1713969840,,,,,,,,,,,-12.82338405,64.12232923,107.1570384,53.675,-0.44,-0.008130832,FALSE,18.07255507,27.06573884,0.086187531,-11.59846517,-0.009053049,-0.009888154,0.085714286,-5933350,-5872233.116,-5344228.953,0.5170575,1800
6906,2024/4/24 23:14,53.649,53.675,53.73,53.649,147106,1713971640,,,,,,,,,,,4.001518407,41.59628718,108.8157774,53.489,-0.186,-0.0034653,FALSE,12.35123097,14.50433343,8.045026056,25.1287508,-0.012947346,-0.011890278,0.084285714,-8293586,-8289383.908,-6870143.46,0.5170575,1800
6926,2024/4/24 23:52,53.31,53.292,53.33,53.292,155940,1713973920,,,,,,,,,,,24.48167397,12.20491017,109.1356163,53.135,-0.157,-0.002946033,FALSE,24.81264612,24.72007632,24.99778573,12.86934054,-0.01383938,-0.014451594,0.088214286,-9352530,-9237783.298,-8367023.853,0.52143973,2280
6956,2024/4/25 0:22,53.122,53.135,53.15,53.1,71928,1713975720,,,,,,,,,,,8.824131236,-12.11591667,107.7894065,52.99,-0.145,-0.002728898,FALSE,13.32700634,15.53480169,8.911415634,53.29760503,-0.006196504,-0.004662898,0.063928571,-9920418,-9890538.096,-9234298.606,0.50262964,1800
6965,2024/4/25 21:50,50.955,50.915,50.959,50.915,249042,1714053000,,,,,,,,,,,-12.47946392,45.45368069,81.40637401,51.59,0.675,0.01325739,TRUE,,,,53.08625886,0.008996599,0.00752424,0.136071429,-9082476,-9175577.414,-9202093.808,0.5108282,77280
6980,2024/4/25 22:50,51.013,51.005,51.062,51.003,183276,1714056600,,,,,,,,,,,37.50760276,15.19242613,67.09257819,51.087,0.082,0.001607686,TRUE,52.2036271,63.56687733,29.47712663,-1.175444519,-0.009869436,-0.011317782,0.095285714,-8415012,-8205356.795,-7764500.432,0.51242816,3600
6991,2024/4/26 2:51,52.3,52.31,52.31,52.251,119264,1714071060,,,,,,,,,,,-25.1690749,102.6649272,45.80569227,53.17,0.86,0.016440451,TRUE,24.94249017,49.99827523,-25.16907994,34.51442995,-0.012294187,-0.010580877,0.060142857,-6886892,-6978952.408,-6488991.681,0.5169328,14460
7001,2024/4/27 2:18,55.512,55.445,55.53,55.445,54620,1714155480,,,,,,,,,,,-17.29369348,78.84372338,92.44876462,55.35,-0.095,-0.00171341,FALSE,24.46453629,45.34366056,-17.29371225,-7.89011799,-0.00613421,-0.006074546,0.0535,-6707666,-6707964.718,-6460325.763,0.51778877,84420
7030,2024/4/27 2:48,55.331,55.35,55.37,55.331,24736,1714157280,,,,,,,,,,,18.27465097,36.86771919,94.26446412,55.57,0.22,0.003974706,TRUE,19.93763421,20.76912715,18.27464832,10.56684317,-0.00200522,-0.002433477,0.059928571,-6394694,-6393400.369,-6532361.061,0.5225456,1800
7041,2024/4/29 21:41,55.66,55.67,55.702,55.651,411820,1714398060,,,,,,,,,,,58.37238467,39.34452079,109.7256409,55.83,0.16,0.002874079,TRUE,,,,-2.087766625,-0.003368911,-0.009607295,,-4713441,-4223107.217,-3553983.099,0.50283813,240780
7067,2024/4/29 22:40,55.69,55.69,55.695,55.63,208672,1714401600,,,,,,,,,,,99.16101462,35.8636233,110.1037206,55.67,-0.02,-0.000359131,FALSE,76.15858575,68.62094508,91.23386709,14.91962002,0.002137932,-0.001675254,0.082857143,-3471356,-3226488.863,-3843529.652,0.5237444,3540
7087,2024/4/29 23:38,55.416,55.373,55.426,55.373,110136,1714405080,,,,,,,,,,,3.289046791,31.61453191,110.1325525,55.865,0.492,0.008885197,TRUE,25.53066967,36.92322908,2.74555084,-37.20421926,-0.008521441,-0.010446466,0.059357143,-4073844,-3949450.594,-3566286.782,0.5351682,3480
7095,2024/4/30 0:57,55.86,55.81,55.86,55.79,47064,1714409820,,,,,,,,,,,26.52133455,57.98083163,110.6738819,56.05,0.24,0.004300305,TRUE,58.35490651,74.27402508,26.51666939,9.822467585,-0.001358901,-0.002009076,0.039357143,-3885004,-3852975.74,-3560270.773,0.5360209,4740
7116,2024/4/30 2:28,55.805,55.79,55.83,55.764,84552,1714415280,,,,,,,,,,,-18.89881374,79.37209846,112.1087442,55.75,-0.04,-0.000716974,FALSE,20.84323554,40.71426708,-18.89882753,4.191018371,-0.00332996,-0.003786412,0.045357143,-3925696,-3855898.287,-3560364.29,0.5360209,5460
7137,2024/4/30 3:02,55.4,55.476,55.53,55.39,330180,1714417320,,,,,,,,,,,62.57965209,45.43920035,110.7621387,55.46,-0.016,-0.000288413,FALSE,45.6332313,37.16002166,62.57965059,24.438722,-0.002109555,-0.005678985,0.068571429,-4144248,-4091586.197,-4002234.805,0.5160219,2040
7159,2024/4/30 22:31,55.209,55.16,55.265,55.16,286521,1714487460,,,,,,,,,,,11.97454957,45.71200295,88.30038409,55.265,0.105,0.001903553,TRUE,43.40505394,61.42404057,7.367080668,-37.24060736,-0.00717164,-0.011436826,0.0845,-4568060,-4199888.165,-3563218.076,0.5160219,70140
7178,2024/4/30 23:01,55.305,55.265,55.33,55.265,96210,1714489260,,,,,,,,,,,37.041306,39.08738877,86.85873658,54.63,-0.635,-0.011490093,FALSE,42.59601733,46.81436208,34.15932782,-8.280778292,-0.005888862,-0.00699485,0.062928571,-4817834,-4717410.619,-4136946.592,0.5315014,1800
7207,2024/4/30 23:31,54.665,54.63,54.675,54.624,132300,1714491060,,,,,,,,,,,-2.258682909,8.06231897,83.58614083,54.624,-0.006,-0.00010983,FALSE,13.61363622,21.87684052,-2.91277238,46.27945344,-0.011233707,-0.010299804,0.060642857,-6958666,-6920312.211,-5839953.989,0.5170575,1800
7236,2024/5/1 0:48,53.93,53.916,53.957,53.916,79444,1714495680,,,,,,,,,,,-10.39354329,-9.521945095,77.75130307,53.85,-0.066,-0.001224126,FALSE,24.89679728,42.54541675,-10.40044166,-32.5886054,-0.019488029,-0.01898056,0.079428571,-9111704,-9034867.056,-7939907.964,0.51778877,4620
7265,2024/5/1 1:18,53.88,53.85,53.915,53.85,106408,1714497480,,,,,,,,,,,0.383185264,-11.65730575,73.14567943,54.11,0.26,0.004828227,TRUE,13.92329246,20.69387172,0.382133945,-30.05704133,-0.006979206,-0.008196449,0.071071429,-9738366,-9549865.031,-8814085.502,0.513253,1800
7273,2024/5/1 21:33,52.03,52.105,52.13,52.01,384120,1714570380,,,,,,,,,,,16.82967387,20.37970539,43.88935257,51.98,-0.125,-0.002399002,FALSE,,,,,-0.003208549,-0.00643779,,-3915810,-3958872.222,-3842430.757,0.50283813,72900
7295,2024/5/1 22:03,51.943,51.98,52,51.884,288123,1714572180,,,,,,,,,,,13.52395258,21.12993208,34.19140752,51.895,-0.085,-0.001635244,FALSE,,,,34.58241159,-0.007907004,-0.006824794,0.127642857,-4775906,-4737159.252,-3786990.45,0.53949755,1800
7320,2024/5/1 23:04,52.07,51.955,52.07,51.955,152512,1714575840,,,,,,,,,,,94.62327576,20.58491293,18.16036737,51.775,-0.18,-0.003464537,FALSE,76.39769324,68.79067008,91.61173955,-14.51565382,0.001505186,-0.000957184,0.065214286,-4814358,-4682334.049,-4598282.112,0.5337728,3660
7337,2024/5/2 1:18,51.46,51.436,51.46,51.43,44580,1714583880,,,,,,,,,,,-4.526597958,10.72061816,-6.990706989,51.837,0.401,0.007796096,TRUE,24.9426848,39.67798277,-4.527911146,-13.2269242,-0.005189161,-0.006069704,0.052857143,-7842474,-7778027.042,-7188650.375,0.51778877,8040
7342,2024/5/2 21:36,52.58,52.48,52.63,52.48,386221,1714656960,,,,,,,,,,,7.026554188,63.0425276,4.276552495,51.87,-0.61,-0.011623476,FALSE,,,,-65,-0.006440925,-0.010833639,,-4874907,-4302560.852,-3556770.768,0.50283813,73080
7372,2024/5/2 22:06,51.96,51.87,51.96,51.87,196600,1714658760,,,,,,,,,,,28.64319646,32.40778845,2.717642584,52.23,0.36,0.006940428,TRUE,,,,7.604685397,-0.020739901,-0.021971127,0.132714286,-6930577,-6507766.48,-4887631.399,0.53949755,1800
7375,2024/5/3 3:20,53.58,53.59,53.61,53.57,80748,1714677600,,,,,,,,,,,59.71738018,114.662499,17.67062623,53.41,-0.18,-0.003358836,FALSE,75.68572729,83.66990086,59.71738015,19.44139308,0.002091362,0.000406022,0.071571429,-3418548,-3417594.241,-3634948.357,0.5360209,18840
7388,2024/5/3 3:50,53.34,53.41,53.41,53.34,205768,1714679400,,,,,,,,,,,-9.095913111,100.7594538,21.73568062,,,,FALSE,33.83756343,55.3043017,-9.095913115,33.49385654,-0.008313235,-0.007124307,0.083857143,-4449828,-4502569.492,-3870146.863,0.5274542,1800
7398,2024/5/7 2:09,57.96,57.985,57.985,57.96,35688,1715018940,,,,,,,,,,,101.0148056,89.92660243,127.3227438,58.019,0.034,0.000586359,TRUE,85.96495973,78.44003349,101.0148122,25.66236639,0.003821194,0.00327808,0.0315,-1488916,-1486617.96,-1657375.255,0.5256358,339540
7401,2024/5/8 2:29,58.44,58.451,58.477,58.44,53824,1715106540,,,,,,,,,,,-4.043780655,7.607002044,98.8318408,58.555,0.104,0.001779268,TRUE,13.02737552,21.56295886,-4.043791164,-2.276574795,-0.006978325,-0.006951824,0.056071429,-4368974,-4282869.096,-3580419.143,0.54075736,87600
7423,2024/5/8 3:19,58.535,58.47,58.535,58.455,214000,1715109540,,,,,,,,,,,98.53100985,-3.295177044,96.10105848,58.61,0.14,0.00239439,TRUE,71.14918446,57.45827196,98.53100945,0.928719075,0.001069228,-0.000663417,0.049357143,-5244314,-5061550.38,-4703616.64,0.5160219,3000
7436,2024/5/9 21:58,58.09,58.115,58.13,58.09,85295,1715263080,,,,,,,,,,,10.89916265,59.10155541,68.68955275,58.214,0.099,0.001703519,TRUE,,,,91.43369396,-0.008151982,-0.004781935,0.062142857,-4082087,-4152469.795,-3568583.413,0.5360209,153540
7450,2024/5/9 22:29,58.21,58.19,58.21,58.17,180117,1715264940,,,,,,,,,,,57.03513217,49.9706354,65.76852928,58.73,0.54,0.009279945,TRUE,46.45324227,38.46474352,62.43023978,45.45036899,0.000197781,0.000538185,0.072357143,-4480107,-4267063.202,-3826701.861,0.53188163,1860
7452,2024/5/10 23:40,58.85,58.86,58.89,58.85,71128,1715355600,,,,,,,,,,,83.69847428,7.638916423,65.11671229,58.935,0.075,0.00127421,TRUE,63.09167949,52.36294994,84.54913859,-1.183686696,-0.001960098,-0.00336089,0.059428571,-3825050,-3800814.395,-3462682.775,0.5061712,90660
7467,2024/5/11 0:10,58.885,58.935,58.94,58.885,72300,1715357400,,,,,,,,,,,62.89080724,2.53322846,62.73929798,58.905,-0.03,-0.000509035,FALSE,58.53446436,56.28250971,63.03837365,44.46560248,-0.001235376,-0.000295537,0.063214286,-3675650,-3726898.424,-3652509.556,0.5360209,1800
7475,2024/5/11 0:40,58.875,58.905,58.905,58.86,36122,1715359200,,,,,,,,,,,67.67988237,7.73153483,60.83054208,58.89,-0.015,-0.000254647,FALSE,70.37283119,71.70745623,67.7035811,-11.44208039,-0.001249582,-0.00198985,0.042928571,-4256802,-4218172.771,-3878833.214,0.5360209,1800
7490,2024/5/11 1:10,58.88,58.89,58.917,58.875,68856,1715361000,,,,,,,,,,,34.52940112,14.98861438,59.83498772,58.92,0.03,0.000509424,TRUE,58.95476316,71.16562844,34.5330326,-17.67975682,-0.002188981,-0.003906132,0.046642857,-4245330,-4130416.88,-3954511.152,0.5360209,1800
7520,2024/5/11 1:40,58.9,58.92,58.93,58.9,37820,1715362800,,,,,,,,,,,5.721489225,15.01489666,57.72942541,59.2,0.28,0.004752206,TRUE,25.63534582,35.59200454,5.722028391,46.39682823,-0.000265282,-0.00035901,0.036928571,-4123638,-4124122.292,-4096629.844,0.5360209,1800
7533,2024/5/11 2:27,59.085,59.115,59.115,59.085,47276,1715365620,,,,,,,,,,,98.05621404,70.99343173,57.61964789,59.15,0.035,0.000592066,TRUE,79.27588594,69.88570888,98.05624005,-9.513355343,0.001689158,0.000588708,0.035285714,-4080794,-4072758.269,-3983301.371,0.52772063,2820
7555,2024/5/11 3:02,59.09,59.08,59.09,59.065,75276,1715367720,,,,,,,,,,,56.67268174,88.6208718,57.57504921,59.19,0.11,0.001861882,TRUE,56.87063332,56.96960778,56.67268439,35.74638817,0.00148608,0.000367563,0.041571429,-4028478,-4040722.356,-4085658.9,0.5360209,2100
7561,2024/5/11 3:42,59.205,59.2,59.205,59.17,47964,1715370120,,,,,,,,,,,79.39436841,110.569782,58.2866655,,,,FALSE,76.90921969,75.66664523,79.39436861,21.35697276,0.001055556,0.000678921,0.048857143,-3781802,-3750746.444,-3836453.941,0.5360209,2400
7574,2024/5/14 0:35,59.666,59.67,59.67,59.65,38262,1715618100,,,,,,,,,,,101.7233655,68.63545681,75.04671611,59.435,-0.235,-0.003938327,FALSE,83.45765537,74.31937402,101.7342181,79.36308489,0.002537871,0.002732455,0.028857143,-3115594,-3073374.485,-3000372.252,0.50178933,247980
7575,2024/5/14 1:10,59.2,59.15,59.2,59.15,102082,1715620200,,,,,,,,,,,-18.10882863,58.90689592,76.31995212,59.39,0.24,0.004057481,TRUE,24.12048096,45.23452191,-18.10760094,-40.17592601,-0.010741625,-0.013808228,0.058285714,-4312134,-4173006.736,-3566669.49,0.5351682,2100
7590,2024/5/14 1:40,59.4,59.39,59.408,59.385,59578,1715622000,,,,,,,,,,,87.89701621,57.35039167,77.12027174,59.385,-0.005,-8.42E-05,FALSE,65.17001517,53.80642325,87.89719903,-8.219066122,-0.000577067,-0.001908761,0.039,-4020148,-3978034.218,-3893977.238,0.5360209,1800
7618,2024/5/14 2:10,59.366,59.385,59.385,59.355,27862,1715623800,,,,,,,,,,,13.97172805,50.80275698,77.08911723,59.495,0.11,0.00185232,TRUE,40.9513302,54.44111798,13.97175464,36.3734333,-0.001490274,-0.001177067,0.038214286,-3961970,-3974929.934,-3960926.323,0.5360209,1800
7633,2024/5/14 2:48,59.445,59.425,59.445,59.42,45942,1715626080,,,,,,,,,,,95.34999969,58.46747266,77.01090785,59.54,0.115,0.001935212,TRUE,74.82860122,64.56790085,95.35000195,16.30762292,0.001045613,0.000347208,0.030071429,-3996556,-3943726.84,-3922724.038,0.52772063,2280
7646,2024/5/14 3:24,59.454,59.455,59.47,59.45,81916,1715628240,,,,,,,,,,,83.69961496,66.38782391,77.25862775,59.59,0.135,0.002270625,TRUE,76.16995419,72.4051237,83.69961518,32.58602432,0.001604849,0.000378845,0.028642857,-3691584,-3590349.902,-3765452.789,0.52772063,2160
7661,2024/5/14 3:58,59.465,59.484,59.49,59.465,70794,1715630280,,,,,,,,,,,60.55317585,75.65825329,77.47007897,,,,FALSE,67.82809598,71.46555603,60.55317587,12.47162965,-2.08E-05,-0.001003583,0.046,-3990718,-3742892.942,-3606710.292,0.5360209,2040
7663,2024/5/14 21:32,59.48,59.5,59.54,59.47,298579,1715693520,,,,,,,,,,,66.10179177,77.2625347,84.57178836,59.515,0.015,0.000252101,TRUE,,,,,-0.000150019,-0.000450056,,-4526786,-4327733.333,-4239915.98,0.52160245,63240
7673,2024/5/14 22:02,59.51,59.515,59.53,59.475,228233,1715695320,,,,,,,,,,,86.44814396,88.63952609,84.80029019,60.27,0.755,0.012685878,TRUE,,,,-22.85611727,-0.001905706,-0.00444586,0.062,-4719747,-4402865.47,-4161322.187,0.52160245,1800
