,dt,open,close,high,low,vol,ts,icon_1,icon_2,icon_11,icon_12,icon_13,icon_41,icon_34,icon_35,icon_38,icon_39,jw1,jw5,jw30,close_nxt30min,close_diff_nxt30min,close_diffrate_nxt30min,label1,k,d,j,duanxian,pianliEMA,pianli,atr,obv,m5,m10,predict_score,ts_diff
0,2024/1/2 22:44,48.335,48.325,48.335,48.305,341499,1704206640,,,,,,,,,,,-10.88096306,70.84883099,18.29011892,48.341,0.016,0.000331092,TRUE,,,,-50.96521412,-0.024374715,-0.029163428,,-10403615,-10048328.82,-7635746.512,0.50629956,
28,2024/1/2 23:14,48.328,48.341,48.341,48.32,153152,1704208440,,,,,,,,,,,11.29264059,22.34318903,12.33966588,47.785,-0.556,-0.011501624,FALSE,,,,32.92775196,-0.004770665,-0.003305894,0.089142857,-10214918,-10250886.21,-9501000.746,0.50114435,1800
33,2024/1/3 0:16,48.156,48.191,48.209,48.156,168648,1704212160,,,,,,,,,,,103.8947175,-11.13632118,0.158185724,48.41,0.219,0.004544417,TRUE,53.8482837,28.64798706,104.248877,77.10135447,0.012094812,0.012583184,0.066428571,-10575466,-10854783.68,-11593790.22,0.5146905,3720
52,2024/1/3 2:47,48.01,48.069,48.069,48.005,56540,1704221220,,,,,,,,,,,103.6582088,32.84128916,-11.23646035,47.628,-0.441,-0.009174312,FALSE,61.98352631,41.14616568,103.6582476,32.99403559,0.000878334,0.000699354,0.042785714,-12401730,-12329716.84,-12047562.27,0.5104311,9060
73,2024/1/3 3:17,47.635,47.628,47.645,47.625,93060,1704223020,,,,,,,,,,,7.59074954,18.98008104,-14.4548187,47.66,0.032,0.000671874,TRUE,23.63852915,31.66241615,7.590755149,40.51094403,-0.006563923,-0.00513569,0.050857143,-14150862,-14219996.49,-13498016.11,0.52597123,1800
103,2024/1/3 3:47,47.635,47.66,47.66,47.635,96292,1704224820,,,,,,,,,,,55.76723454,16.06437537,-16.368569,47.13,-0.53,-0.011120436,FALSE,41.33716777,34.12213399,55.76723533,44.28088991,-0.00235734,-0.001839812,0.035285714,-14694470,-14681695.54,-14056952.13,0.51813036,1800
123,2024/1/3 4:17,47.13,47.13,47.155,47.115,129136,1704226620,,,,,,,,,,,-5.156466173,2.09365512,-19.09139381,47.32,0.19,0.004031403,TRUE,12.38337682,21.15329826,-5.156466061,6.58584226,-0.012442844,-0.011181234,0.056857143,-17754498,-17621185.6,-15879633.95,0.5299726,1800
151,2024/1/3 4:47,47.331,47.32,47.331,47.305,202856,1704228420,,,,,,,,,,,74.4767284,4.038558003,-20.70157426,,,,FALSE,42.88687906,27.09195439,74.47672841,76.29085695,0.001055801,0.00256355,0.044,-11947650,-11984433.11,-13324758.22,0.5159725,1800
160,2024/1/3 22:45,47.205,47.155,47.21,47.155,336170,1704293100,,,,,,,,,,,23.96161411,19.03398066,12.39782768,46.62,-0.535,-0.011345563,FALSE,,,,72.73072252,0.003524219,0.005869837,0.106285714,-6294183,-6194139.854,-6053352.023,0.500803,64680
179,2024/1/3 23:20,46.64,46.626,46.651,46.619,210520,1704295200,,,,,,,,,,,-5.518616672,14.03825287,11.01213228,46.554,-0.072,-0.001544203,FALSE,2.398135727,1.091225624,5.011955934,-13.09398414,-0.017339187,-0.017298187,0.078714286,-9632406,-9436454.569,-7378949.818,0.5001725,2100
197,2024/1/3 23:50,46.57,46.554,46.583,46.554,144272,1704297000,,,,,,,,,,,15.35730633,7.975603691,9.655727296,46.805,0.251,0.005391588,TRUE,15.52951727,11.37135293,23.84584593,19.94963247,-0.005119298,-0.004534288,0.072785714,-9804666,-9654769.566,-8921469.57,0.5094072,1800
217,2024/1/4 0:20,46.805,46.805,46.805,46.795,94696,1704298800,,,,,,,,,,,95.3702526,20.02362811,9.182171785,46.67,-0.135,-0.002884307,FALSE,66.65641604,51.31200991,97.34522832,-3.193781839,0.002703555,0.000948596,0.057857143,-8813646,-8736940.052,-8717941.673,0.5134121,1800
244,2024/1/4 0:50,46.636,46.67,46.685,46.636,78412,1704300600,,,,,,,,,,,11.98521333,20.09970933,8.624028528,46.46,-0.21,-0.004499679,FALSE,36.96793649,49.27764071,12.34852807,37.00326569,-0.004685761,-0.004046255,0.051642857,-9085786,-9127940.151,-9016431.293,0.51794785,1800
259,2024/1/4 1:36,46.722,46.738,46.757,46.722,134480,1704303360,,,,,,,,,,,91.12828504,11.3702831,6.695092994,46.889,0.151,0.003230776,TRUE,50.22857334,29.76745601,91.150808,75.90147073,0.005659765,0.006619546,0.044357143,-8091966,-8360649.681,-9164630.828,0.5057707,2760
289,2024/1/4 2:06,46.909,46.889,46.912,46.889,64088,1704305160,,,,,,,,,,,106.8660394,20.43381811,6.921405575,46.635,-0.254,-0.005417049,FALSE,83.19539169,71.3583453,106.8694845,43.55139911,0.008525695,0.007713843,0.050642857,-7323974,-7277651.589,-8154306.856,0.5502635,1800
318,2024/1/4 2:36,46.666,46.635,46.666,46.635,175452,1704306960,,,,,,,,,,,0.844322819,38.78479264,6.708480483,46.325,-0.31,-0.006647368,FALSE,40.90710663,60.93824311,0.844833662,-24.52320722,-0.003963471,-0.005823971,0.038285714,-7822610,-7683745.73,-7702689.097,0.5046155,1800
342,2024/1/4 3:09,46.675,46.615,46.675,46.605,174652,1704308940,,,,,,,,,,,24.46029241,44.70944521,6.353198168,46.935,0.32,0.006864743,TRUE,31.20535719,34.57785908,24.46035341,28.15133538,-0.007888605,-0.006542733,0.095928571,-6823362,-6968123.418,-7425314.577,0.51242816,1980
355,2024/1/4 3:39,46.935,46.935,46.95,46.925,68568,1704310740,,,,,,,,,,,97.05941484,66.17659965,7.393317964,46.505,-0.43,-0.009161606,FALSE,69.18123054,55.24213405,97.05942352,36.33353481,0.009290237,0.007589062,0.086785714,-6668214,-6596577.46,-6793353.859,0.51794785,1800
380,2024/1/4 4:09,46.615,46.505,46.615,46.505,196328,1704312540,,,,,,,,,,,16.7757078,81.80387194,7.458368413,46.605,0.1,0.002150306,TRUE,48.44949734,64.2863915,16.77570902,-37.73675064,-0.009850388,-0.012882375,0.066,-7420246,-7192924.535,-6879065.178,0.5001725,1800
407,2024/1/4 4:39,46.591,46.605,46.605,46.565,131504,1704314340,,,,,,,,,,,22.05742259,53.30717429,6.397985185,,,,FALSE,26.98657943,29.45115776,22.05742276,40.49268196,0.001484219,0.001355749,0.044214286,-7514998,-7508063.057,-7335876.374,0.5094072,1800
419,2024/1/4 22:45,45.86,45.845,45.88,45.83,191252,1704379500,,,,,,,,,,,21.97171677,23.10015868,3.017237507,46.22,0.375,0.008179736,TRUE,,,,15.32722139,0.001399597,0.000618234,0.104785714,-4442238,-4554254.3,-4595956.783,0.50445557,65160
439,2024/1/4 23:21,46.185,46.19,46.19,46.145,152612,1704381660,,,,,,,,,,,91.95223925,23.49453866,2.145202834,46.34,0.15,0.003247456,TRUE,66.2060197,57.88667252,82.84471407,47.08157045,0.012460853,0.010879943,0.066642857,-1262916,-1179147.933,-2738051.545,0.5089052,2160
451,2024/1/5 0:07,46.405,46.404,46.405,46.385,91152,1704384420,,,,,,,,,,,98.03819697,42.96162533,3.723919438,46.63,0.226,0.00487027,TRUE,82.78969038,77.06402097,94.24102922,89.42788045,0.006085005,0.006757973,0.054785714,319992,291035.9251,-461467.2168,0.6132093,2760
477,2024/1/5 1:15,46.265,46.245,46.275,46.245,78480,1704388500,,,,,,,,,,,-9.559810273,61.98827561,6.414556126,46.075,-0.17,-0.003676073,FALSE,21.76138071,37.4625517,-9.640961258,66.11265334,-0.005446833,-0.003518525,0.046928571,-118844,-121470.1552,45488.41793,0.5068201,4080
504,2024/1/5 1:48,45.997,45.97,46.025,45.97,122088,1704390480,,,,,,,,,,,29.1340964,58.90975385,7.033309928,46.165,0.195,0.004241897,TRUE,28.08661193,27.56818673,29.12346234,-9.091103026,-0.006717322,-0.00982643,0.054857143,-1082692,-1106903.725,-617165.1623,0.5022803,1980
531,2024/1/5 2:20,46.15,46.11,46.15,46.105,50792,1704392400,,,,,,,,,,,69.04201499,50.85421012,7.164547192,46.243,0.133,0.002884407,TRUE,49.4192378,39.60855674,69.0405999,63.64296739,0.000668407,0.000924408,0.047714286,-1532816,-1492106.617,-1084366.846,0.5039651,1920
553,2024/1/5 2:50,46.27,46.243,46.275,46.243,73248,1704394200,,,,,,,,,,,93.84531139,51.66509504,7.642767136,46.005,-0.238,-0.005146725,FALSE,77.57101802,69.43397518,93.84510369,46.45571363,0.002280917,0.002142321,0.045928571,-892580,-1038162.386,-1166458.13,0.5039651,1800
570,2024/1/5 3:22,45.975,46.005,46.005,45.955,85052,1704396120,,,,,,,,,,,5.324439778,21.74953173,7.895546995,45.997,-0.008,-0.000173894,FALSE,31.39512239,44.43047682,5.32441353,32.04226641,-0.004070749,-0.004563558,0.058857143,-1948260,-1917069.876,-1540658.872,0.5039651,1920
593,2024/1/5 3:52,45.985,45.997,46,45.985,170144,1704397920,,,,,,,,,,,29.5651117,0.590813966,7.241482191,45.935,-0.062,-0.001347914,FALSE,24.48027268,21.93785503,29.56510798,79.27735893,-0.001075604,0.001661886,0.041,-2323168,-2538698.721,-2210643.481,0.5046155,1800
621,2024/1/5 4:22,45.935,45.935,45.95,45.93,95544,1704399720,,,,,,,,,,,57.74246414,6.004887033,6.940831182,45.74,-0.195,-0.004245129,FALSE,53.26810734,51.03092919,57.74246362,21.03232467,-0.003116025,-0.003419633,0.052214286,-1974020,-2012476.803,-1991524.381,0.5134121,1800
647,2024/1/5 4:58,45.625,45.605,45.625,45.59,183496,1704401880,,,,,,,,,1,,-0.866557627,8.833362891,6.642510982,,,,FALSE,26.06153991,39.5255887,-0.866557676,-12.3480933,-0.013904421,-0.015032321,0.066214286,-3154852,-2996221.473,-2114393.721,0.51242816,2160
649,2024/1/5 22:45,45.824,45.795,45.824,45.795,212051,1704465900,,,,,,,,,,,94.87362511,34.5005224,8.865432904,46.41,0.615,0.013429414,TRUE,,,,45.14185517,0.003426722,0.002105912,0.092857143,-7889754,-7602209.543,-7110811.729,0.50445557,64020
664,2024/1/5 23:15,46.445,46.41,46.445,46.41,235482,1704467700,,,,,,,,,,,112.1323135,82.57056856,10.94151301,46.56,0.15,0.003232062,TRUE,93.68131868,93.68131868,93.68131868,15.28373558,0.01875601,0.016523505,0.090571429,-7675026,-7063777.854,-6809538.541,0.5360609,1800
694,2024/1/5 23:45,46.565,46.56,46.58,46.554,133956,1704469500,,,,,,,,,,,94.48220662,109.5304877,14.5179968,46.635,0.075,0.001610825,TRUE,88.72296812,87.70984289,90.7492186,42.78431409,0.008120632,0.007549702,0.056928571,-6815010,-6955669.746,-7178559.786,0.53461146,1800
723,2024/1/6 0:15,46.63,46.635,46.644,46.62,118012,1704471300,,,,,,,,,,,80.11867946,121.0023092,18.35455094,46.125,-0.51,-0.010935992,FALSE,83.1019951,84.91784462,79.47029608,64.25935692,0.003496562,0.003929863,0.059142857,-6695786,-6655470.499,-6892380.096,0.53223103,1800
745,2024/1/6 0:45,46.135,46.125,46.145,46.125,77496,1704473100,,,,,,,,,,,-24.83186184,107.5377359,20.58838442,45.855,-0.27,-0.005853659,FALSE,18.52892899,40.26142605,-24.93606513,-12.22656938,-0.008240791,-0.009378492,0.040857143,-9467734,-9243782.073,-8019508.117,0.51794785,1800
764,2024/1/6 2:40,46.025,46.073,46.095,46.025,501328,1704480000,,,,,,,,,,,106.5794712,29.36005401,27.39726725,46.075,0.002,4.34E-05,TRUE,61.99254384,39.69911417,106.5794032,84.87055748,0.011935178,0.013319281,0.058571429,-10988494,-11399290.01,-11837926.29,0.5053037,6900
791,2024/1/6 3:10,46.069,46.075,46.075,46.059,133264,1704481800,,,,,,,,,,,102.8302972,30.81486483,30.05864987,45.816,-0.259,-0.00562127,FALSE,84.33727627,75.09077062,102.8302876,92.57541833,0.003341272,0.003696491,0.034785714,-11662886,-11776170.3,-11759204.03,0.527304,1800
797,2024/1/6 3:40,45.855,45.816,45.865,45.816,61312,1704483600,,,,,,,,,,,-8.460469099,23.02068706,31.93972186,45.42,-0.396,-0.008643269,FALSE,30.86212161,50.52341763,-8.460470438,-8.528262704,-0.003394454,-0.004316799,0.044714286,-12466982,-12458719.27,-12262045.2,0.50754696,1800
818,2024/1/6 4:10,45.396,45.42,45.435,45.396,124200,1704485400,,,,,,,,,,,-8.040342449,-3.130594194,31.1633577,45.43,0.01,0.000220167,TRUE,8.871384958,17.32724875,-8.040342634,24.26616285,-0.010239667,-0.008843433,0.046142857,-14489086,-14546552.15,-13468303.39,0.529643,1800
844,2024/1/6 4:40,45.46,45.43,45.465,45.43,92480,1704487200,,,,,,,,,,,53.46501448,-8.970302302,30.35950572,,,,FALSE,27.77447134,14.92919978,53.46501446,79.74322998,-0.000635774,0.000697882,0.0465,-14287254,-14354453.29,-14332250.41,0.52597123,1800
861,2024/1/8 23:15,47.105,47.12,47.15,47.105,188378,1704726900,,,,,,,,,,,103.5002739,97.01840557,39.16284239,47.34,0.22,0.00466893,TRUE,93.01801802,93.01801802,93.01801802,-2.672623133,0.014446311,0.011026957,0.053214286,3340422,3405263.517,1521966.723,0.63044167,239700
891,2024/1/8 23:45,47.32,47.34,47.34,47.32,200482,1704728700,,,,,,,,,,,88.42873533,116.7269222,48.20950482,47.34,0,0,FALSE,90.78727697,92.01781733,88.32619625,43.98509842,0.006227369,0.005635196,0.046214286,4644600,4575239.927,3458428.143,0.6223048,1800
915,2024/1/9 0:16,47.325,47.292,47.34,47.292,151368,1704730560,,,,,,,,,,,32.24262989,121.3296254,57.00868958,47.38,0.088,0.00186078,TRUE,65.78230813,82.48390664,32.37911112,6.686427705,-0.001948124,-0.002989691,0.046071429,5096598,5084073.627,4561023.831,0.5070502,1860
933,2024/1/9 0:46,47.34,47.38,47.38,47.325,174490,1704732360,,,,,,,,,,,45.20268345,119.3027393,64.34719827,47.675,0.295,0.006226256,TRUE,51.03814376,53.9381884,45.23805447,21.93786392,0.001255845,0.000451108,0.047357143,5538926,5471509.92,5099347.535,0.50415736,1800
957,2024/1/9 1:16,47.636,47.675,47.675,47.636,47816,1704734160,,,,,,,,,,,101.9982094,118.1485689,72.14448595,47.805,0.13,0.002726796,TRUE,78.42777329,66.63917799,102.0049639,45.76703482,0.007735124,0.007084778,0.045642857,7375126,7390012.072,6224293.502,0.5428786,1800
987,2024/1/9 1:46,47.8,47.805,47.805,47.787,30404,1704735960,,,,,,,,,,,100.334877,115.9683656,80.71538762,47.84,0.035,0.000732141,TRUE,86.04502218,78.89952401,100.3360185,67.58635468,0.007813246,0.007492738,0.028928571,7754138,7773499.768,7088471.434,0.6426064,1800
1017,2024/1/9 2:16,47.855,47.84,47.855,47.835,35532,1704737760,,,,,,,,,,,89.60951695,113.433773,89.37766305,47.95,0.11,0.002299331,TRUE,87.42168656,86.32768109,89.60969751,42.39029982,0.001951054,0.001665491,0.030642857,7554066,7599833.416,7519371.788,0.6426064,1800
1045,2024/1/9 2:46,47.95,47.95,47.954,47.931,86368,1704739560,,,,,,,,,,,76.87422416,109.3481227,96.64843592,48.135,0.185,0.003858186,TRUE,79.37323945,80.62273339,76.87425156,89.15328502,0.002002745,0.00299636,0.024428571,7885638,7709552.353,7529695.521,0.53364193,1800
1075,2024/1/9 3:16,48.2,48.135,48.2,48.135,365912,1704741360,,,,,,,,,,,92.49798109,106.7810331,103.2558358,48.325,0.19,0.003947232,TRUE,87.88395265,85.57693641,92.49798513,79.13926629,0.005842621,0.006073054,0.036428571,8447870,8599267.001,8113157.725,0.515768,1800
1105,2024/1/9 3:46,48.31,48.325,48.33,48.305,97092,1704743160,,,,,,,,,,,96.90465304,102.9066799,109.0525169,48.405,0.08,0.001655458,TRUE,89.73825269,86.15505223,96.90465362,89.24653688,0.006004633,0.006045792,0.027642857,9693698,9526537.805,8779921.24,0.54924005,1800
1135,2024/1/9 4:16,48.38,48.405,48.405,48.375,72176,1704744960,,,,,,,,,,,60.87849285,99.03022839,113.757021,48.46,0.055,0.001136246,TRUE,78.20924752,86.87462482,60.87849293,17.9933775,0.001022287,0.000607475,0.034,9850230,9743179.607,9454792.238,0.5500378,1800
1165,2024/1/9 4:46,48.49,48.46,48.5,48.46,165640,1704746760,,,,,,,,,,,66.8605928,97.37580092,117.5258312,,,,FALSE,71.5157692,73.84335739,66.86059281,31.07628488,0.003945365,0.002508019,0.04,10024298,10220196.69,9811182.397,0.52403957,1800
1170,2024/1/9 22:46,47.545,47.485,47.545,47.47,250132,1704811560,,,,,,,,,,,-0.84605041,56.12802735,118.2302186,48.065,0.58,0.012214383,TRUE,,,,-0.431507494,-0.001465343,-0.004201636,0.102928571,-5528927,-5191211.605,-5368645.117,0.50060785,64800
1193,2024/1/9 23:18,48.065,48.13,48.13,48.065,172992,1704813480,,,,,,,,,,,71.1108545,21.2024964,117.2724439,48.1,-0.03,-0.000623312,FALSE,72.62823403,67.44244767,82.99980676,112.3409597,0.014902865,0.016571549,0.069285714,-3671366,-3990776.557,-5056430.625,0.5070062,1920
1208,2024/1/9 23:54,48.125,48.075,48.125,48.066,108006,1704815640,,,,,,,,,,,103.7258258,29.25472988,117.2037019,48.439,0.364,0.007571503,TRUE,86.66735585,82.92148382,94.15909991,39.43043404,0.004323831,0.003261177,0.051071429,-4445310,-4299419.666,-4289479.859,0.56215924,2160
1225,2024/1/10 0:24,48.408,48.439,48.445,48.405,101572,1704817440,,,,,,,,,,,103.0316143,44.02540756,117.224531,48.685,0.246,0.005078552,TRUE,91.33162885,86.64062148,100.7136436,88.74593443,0.009883038,0.010096599,0.042571429,-3021544,-3134519.516,-3822861.55,0.5370353,1800
1255,2024/1/10 0:54,48.666,48.685,48.695,48.665,349368,1704819240,,,,,,,,,,,100.4903334,70.25842542,119.050844,48.82,0.135,0.002772928,TRUE,94.87557676,92.28455858,100.0576131,110.9618073,0.007477063,0.009630218,0.037142857,-1432506,-1930783.199,-2963342.018,0.524738,1800
1284,2024/1/10 1:24,48.78,48.82,48.82,48.78,59428,1704821040,,,,,,,,,,,68.41475089,92.38287413,121.7128967,48.995,0.175,0.003584596,TRUE,82.35689527,89.36412004,68.34244573,30.98948714,0.001689206,0.00147103,0.0395,-128622,-165910.1518,-1110644.203,0.5000936,1800
1286,2024/1/10 3:07,49.04,49.065,49.065,49.035,56080,1704827220,,,,,,,,,,,104.7201234,88.32833647,125.7352727,48.795,-0.27,-0.005502904,FALSE,69.97990902,52.60985637,104.7200143,88.87420045,0.006327257,0.006429939,0.036785714,1008038,943979.2037,894968.3335,0.5089719,6180
1293,2024/1/10 3:57,48.76,48.78,48.785,48.76,52088,1704830220,,,,,,,,,,,14.73277769,66.59251926,125.0062643,48.807,0.027,0.000553506,TRUE,30.24865929,38.0066022,14.73277346,16.53169254,-0.000953218,-0.000730329,0.046428571,355314,365192.1199,388388.2702,0.5068201,3000
1297,2024/1/10 22:47,49.083,49.015,49.083,49.01,247222,1704898020,,,,,,,,,,,74.4657854,34.16322309,92.4503658,49.123,0.108,0.002203407,TRUE,,,,13.85873603,-0.000982179,-0.002994874,0.075785714,-3479964,-3104666.714,-3387259.326,0.50060785,67800
1314,2024/1/10 23:21,49.015,48.995,49.015,48.985,180340,1704900060,,,,,,,,,,,50.86287254,32.80210328,91.40547983,49.39,0.395,0.008062047,TRUE,49.76083381,43.59481067,62.09288009,49.69130629,0.005624012,0.004920985,0.065,-2778030,-2668020.424,-3367642.99,0.5070062,2040
1336,2024/1/10 23:51,49.381,49.39,49.4,49.381,276594,1704901860,,,,,,,,,,,114.1537398,57.50922659,91.25326265,49.197,-0.193,-0.003907674,FALSE,85.3414676,71.18368884,113.6570251,69.30258981,0.010241041,0.010506273,0.0505,-691930,-950821.1119,-2071782.58,0.5450297,1800
1358,2024/1/11 0:24,49.255,49.204,49.255,49.204,62964,1704903840,,,,,,,,,,,18.20471722,77.21468878,92.35427215,49.173,-0.031,-0.00063003,FALSE,54.18548736,72.30938609,17.93768991,54.23114517,-0.003735211,-0.002685928,0.052285714,-936218,-905475.7929,-1159119.118,0.5039651,1980
1362,2024/1/11 1:20,49.395,49.415,49.415,49.395,80152,1704907200,,,,,,,,,,,104.6063029,89.92597715,92.91046046,49.517,0.102,0.002064151,TRUE,76.46551719,62.40177543,104.5930007,70.20748966,0.004600381,0.004831252,0.040285714,-478150,-122999.5972,29916.18338,0.5089719,3360
1385,2024/1/11 1:50,49.505,49.517,49.517,49.495,49560,1704909000,,,,,,,,,,,94.58211374,102.0044055,93.70428072,49.545,0.028,0.000565462,TRUE,85.86286414,81.50433899,94.57991443,78.47409159,0.00359175,0.003981328,0.027785714,-354102,-384614.3461,-290266.9023,0.5331781,1800
1402,2024/1/11 3:03,49.73,49.719,49.745,49.719,85796,1704913380,,,,,,,,,,,104.7607436,100.7389486,95.87684317,49.971,0.252,0.005068485,TRUE,81.04599493,69.18863184,104.7607211,49.95571974,0.003377154,0.003436629,0.024785714,-614702,-551963.8555,-440598.733,0.5163208,4380
1432,2024/1/11 3:33,49.982,49.971,49.985,49.971,120340,1704915180,,,,,,,,,,,85.91669577,102.1484109,96.39732924,50.1,0.129,0.002581497,TRUE,84.81363508,84.26210637,85.9166925,31.02234076,0.004771805,0.004160161,0.038142857,1329534,1438161.092,683762.4238,0.5383283,1800
1444,2024/1/11 4:03,50.061,50.1,50.1,50.061,125228,1704916980,,,,,,,,,,,86.33314227,102.1033195,97.28210461,49.82,-0.28,-0.005588822,FALSE,83.5975783,82.22979655,86.33314181,34.64590814,0.006200459,0.00483983,0.035857143,2135010,2126196.072,1400627.785,0.535766,1800
1455,2024/1/11 4:57,49.724,49.73,49.735,49.72,126824,1704920220,,,,,,,,,,,9.092998546,56.39193714,96.63692747,,,,FALSE,24.22962626,31.79794012,9.092998533,66.86290073,-0.005887164,-0.002799822,0.073214286,-701590,-747786.5666,420333.7677,0.5022803,3240
1456,2024/1/11 22:47,50.109,50.135,50.2,50.105,339910,1704984420,,,,,,,,,,,83.3342878,59.07272278,94.69637686,49.055,-1.08,-0.021541837,FALSE,,,,-30.21115686,-0.006144395,-0.011144741,0.1305,-10546954,-10206243.32,-8909612.441,0.508633,64200
1484,2024/1/11 23:18,49.075,49.084,49.084,49.055,289296,1704986280,,,,,,,,,,,-8.416738925,15.18362484,93.08170666,49.44,0.356,0.007252873,TRUE,4.390136556,3.320860595,6.528688476,50.42155924,-0.031747244,-0.027302799,0.1355,-13802598,-14258548.04,-12253097.28,0.5016313,1860
1497,2024/1/12 0:05,49.015,49.025,49.054,48.995,115456,1704989100,,,,,,,,,,,13.3093048,-7.236159527,85.65551866,48.545,-0.48,-0.009790923,FALSE,28.44793942,33.85774489,17.62832849,-3.064644405,-0.011251579,-0.011245314,0.085,-12720254,-12618261.41,-12285423.81,0.5061522,2820
1519,2024/1/12 0:35,48.53,48.545,48.57,48.525,59412,1704990900,,,,,,,,,,,6.416669699,-19.95629551,80.32217509,48.585,0.04,0.000823978,TRUE,14.42279098,18.00283486,7.262703228,24.44045217,-0.01097481,-0.010155089,0.068785714,-13615794,-13598919.22,-13264989.94,0.5438387,1800
1540,2024/1/12 1:05,48.535,48.585,48.585,48.535,233920,1704992700,,,,,,,,,,,57.13878915,-20.49404521,74.92764222,48.57,-0.015,-0.000308737,FALSE,33.37462901,21.420169,57.28354903,72.12766728,-0.00206277,0.001050105,0.0685,-12663270,-13023942.82,-13260212.28,0.5159725,1800
1569,2024/1/12 1:35,48.565,48.57,48.57,48.51,55448,1704994500,,,,,,,,,,,75.05001069,-11.6848565,70.49162747,49.197,0.627,0.012909203,TRUE,63.52247869,57.74718066,75.07307475,48.64300685,-0.001139227,-0.001004849,0.067714286,-12395406,-12399200.91,-12600562.35,0.53964156,1800
1586,2024/1/12 3:12,49.664,49.725,49.734,49.664,157952,1705000320,,,,,,,,,,,68.37415058,88.49247666,61.45599249,49.983,0.258,0.005188537,TRUE,82.68095881,89.83433901,68.37419842,-1.141943733,0.005363617,0.003525484,0.056785714,-8580710,-8629901.432,-9076317.528,0.5070807,5820
1594,2024/1/12 3:45,49.935,49.889,49.945,49.889,80144,1705002300,,,,,,,,,,,79.26038603,115.2437697,61.57458074,49.961,0.072,0.001443204,TRUE,82.72063867,84.4507622,79.26039161,32.50602981,0.004913478,0.003747987,0.054357143,-8016630,-7945496.754,-8339581.406,0.5140802,1980
1607,2024/1/12 4:15,49.966,49.961,49.975,49.957,100480,1705004100,,,,,,,,,,,25.97543105,119.3134973,63.00942493,49.89,-0.071,-0.001421108,FALSE,59.73245264,76.61096305,25.97543183,38.9517285,-0.003858742,-0.002625049,0.069642857,-7875574,-8045820.279,-7971147.444,0.5134121,1800
1635,2024/1/12 4:45,49.915,49.89,49.945,49.89,103200,1705005900,,,,,,,,,,,21.85885971,111.3828399,63.0416786,,,,FALSE,39.05422401,47.65190611,21.85885982,39.84326463,-0.002128319,-0.001921051,0.045,-7391390,-7377135.971,-7648839.388,0.5134121,1800
1642,2024/1/12 22:46,50.753,50.755,50.765,50.71,345167,1705070760,,,,,,,,,,,117.5026004,112.5369748,63.68873164,50.19,-0.565,-0.011131908,FALSE,,,,114.4217188,0.008698098,0.012192232,0.086571429,-3897493,-4385860.247,-4966362.527,0.50319403,64860
1658,2024/1/12 23:17,50.23,50.095,50.23,50.095,231512,1705072620,,,,,,,,,,,43.68176026,94.49704245,65.56556986,50.115,0.02,0.000399241,TRUE,51.83687802,55.11538682,45.27986042,13.67572534,-0.010231159,-0.010474472,0.104571429,-6961514,-6836447.962,-5609500.266,0.5001725,1860
1681,2024/1/12 23:47,50.07,50.115,50.13,50.07,127736,1705074420,,,,,,,,,,,21.68495061,68.5047028,66.17701412,50.282,0.167,0.003332336,TRUE,34.50271894,37.51759284,28.47297114,45.46541109,-0.003294434,-0.002574578,0.102642857,-7146150,-7157144.3,-6512546.15,0.5134121,1800
1702,2024/1/13 0:18,50.312,50.335,50.335,50.3,176658,1705076280,,,,,,,,,,,101.5448669,51.16433891,65.83801437,49.935,-0.4,-0.007946757,FALSE,61.86367944,41.22241553,103.1462073,84.61362049,0.010529744,0.012011232,0.069928571,-5787036,-6077661.768,-6693280.129,0.51339954,1860
1728,2024/1/13 0:48,49.9,49.935,49.95,49.9,164840,1705078080,,,,,,,,,,,24.79956397,48.56919916,67.4133197,49.94,0.005,0.00010013,TRUE,50.02810329,62.49235648,25.0995969,32.01596366,-0.010289284,-0.009039985,0.085214286,-6801552,-6875246.221,-6573411.557,0.51242816,1800
1755,2024/1/13 1:18,49.925,49.94,49.94,49.895,117356,1705079880,,,,,,,,,,,14.92705259,32.81031014,66.35093323,49.804,-0.136,-0.002723268,FALSE,25.25038883,30.38694337,14.97727975,78.87592593,0.001078181,0.003065712,0.0625,-7121344,-7262149.013,-7098134.807,0.5134121,1800
1785,2024/1/13 1:48,49.855,49.804,49.855,49.804,105892,1705081680,,,,,,,,,,,58.74813316,31.85548635,66.20131444,50.125,0.321,0.006445265,TRUE,49.60211231,45.02515228,58.75603235,19.31518084,-0.000588052,-0.001346577,0.059857143,-7151228,-7098293.709,-7089854.853,0.5134121,1800
1813,2024/1/13 2:21,50.101,50.045,50.105,50.045,69372,1705083660,,,,,,,,,,,104.6002744,39.20566605,66.20471677,50.14,0.095,0.001898292,TRUE,82.22078934,71.03055347,104.6012611,22.04946138,0.004386068,0.002799502,0.037357143,-6698456,-6594968.041,-6721674.51,0.5276735,1980
1819,2024/1/13 2:51,50.165,50.14,50.165,50.13,38908,1705085460,,,,,,,,,,,73.10647586,46.12601067,66.79492959,50.239,0.099,0.001974471,TRUE,78.53012695,81.24188013,73.10662059,34.72168336,0.001036179,0.000843117,0.035428571,-6297024,-6268911.057,-6420027.179,0.50144714,1800
