,dt,open,close,high,low,vol,icon_1,icon_2,icon_11,icon_12,icon_13,icon_41,icon_34,icon_35,icon_38,icon_39,jw5,jw30
223,2024-04-04 01:14:00,898.58,898.46,898.75,898.23,29464.0,,,,,,,,,,,,
224,2024-04-04 01:15:00,898.45,898.37,898.6,898.37,13132.0,,,,,,,,,,,74.29543245869783,
225,2024-04-04 01:16:00,898.26,897.49,898.26,897.49,80366.0,,,,,,,,,,,74.29543245869783,
226,2024-04-04 01:17:00,897.99,897.21,897.99,896.98,58998.0,,,,,,,,,,,74.29543245869783,
227,2024-04-04 01:18:00,897.4,897.16,897.44,897.06,45336.0,,,,,,,,,,,74.29543245869783,
228,2024-04-04 01:19:00,897.24,897.07,897.24,896.95,46412.0,,,,,,,,,,,74.29543245869783,
229,2024-04-04 01:20:00,897.42,898.22,898.33,897.42,59392.0,,,,,,,,,,,73.36059183078316,
230,2024-04-04 01:21:00,898.25,898.06,898.49,898.06,41876.0,,,,,,,,,,,73.36059183078316,
231,2024-04-04 01:22:00,898.11,899.3,899.3,898.11,75260.0,,,,,,,,,,,73.36059183078316,
232,2024-04-04 01:23:00,899.41,899.53,899.72,899.41,104344.0,,,,,,,,,,,73.36059183078316,
233,2024-04-04 01:24:00,899.54,900.0,900.0,899.54,120992.0,,,,,,,,,,,73.36059183078316,
234,2024-04-04 01:25:00,899.86,899.76,900.0,899.76,59028.0,,,,,,,,,,,74.18394922856876,
235,2024-04-04 01:26:00,899.89,901.08,901.08,899.89,134294.0,,,,,,,,,,,74.18394922856876,
236,2024-04-04 01:27:00,900.92,900.82,900.92,900.56,70614.0,,,,,,,,,,,74.18394922856876,
237,2024-04-04 01:28:00,901.12,900.72,901.12,900.48,73452.0,,,,,,,,,,,74.18394922856876,
238,2024-04-04 01:29:00,900.69,900.77,900.88,900.62,49530.0,,,,,,,,,,,74.18394922856876,
239,2024-04-04 01:30:00,900.65,900.51,900.77,900.5,41228.0,,,,,,,,,,,75.72458442694676,
240,2024-04-04 01:31:00,900.49,900.34,900.74,900.28,45392.0,,,,,,,,,,,75.72458442694676,
241,2024-04-04 01:32:00,900.38,900.03,900.46,900.03,62778.0,,,,,,,,,,,75.72458442694676,
242,2024-04-04 01:33:00,899.74,899.91,899.91,899.54,55360.0,,,,,,,,,,,75.72458442694676,
243,2024-04-04 01:34:00,899.81,899.24,899.99,899.24,57696.0,,,,,,,,,,,75.72458442694676,
244,2024-04-04 01:35:00,899.56,899.48,899.78,899.48,43292.0,,,,,,,,,,,75.23986476999033,
245,2024-04-04 01:36:00,899.42,898.83,899.42,898.65,70178.0,,,,,,,,,,,75.23986476999033,
246,2024-04-04 01:37:00,898.61,898.73,898.97,898.61,36702.0,,,,,,,,,,,75.23986476999033,
247,2024-04-04 01:38:00,898.94,899.05,899.42,898.66,77832.0,,,,,,,,,,,75.23986476999033,
248,2024-04-04 01:39:00,898.71,898.48,898.71,898.44,37448.0,,,,,,,,,,,75.23986476999033,
249,2024-04-04 01:40:00,898.43,898.01,898.43,897.99,46844.0,,,,,,,,,,,72.9623691318422,
250,2024-04-04 01:41:00,897.99,898.55,898.69,897.99,53668.0,,,,,,,,,,,72.9623691318422,
251,2024-04-04 01:42:00,898.51,899.05,899.05,898.51,58280.0,,,,,,,,,,,72.9623691318422,
252,2024-04-04 01:43:00,898.99,898.98,899.14,898.84,45372.0,,,,,,,,,,,72.9623691318422,
253,2024-04-04 01:44:00,898.95,898.5,898.99,898.5,30488.0,,,,,,,,,,,72.9623691318422,
254,2024-04-04 01:45:00,898.7,898.8,898.95,898.65,25288.0,,,,,,,,,,,70.34293651827696,
255,2024-04-04 01:46:00,898.57,898.74,898.74,898.47,33554.0,,,,,,,,,,,70.34293651827696,
256,2024-04-04 01:47:00,899.0,899.05,899.16,898.95,45994.0,,,,,,,,,,,70.34293651827696,
257,2024-04-04 01:48:00,898.9,899.36,899.48,898.9,51732.0,,,,,,,,,,,70.34293651827696,
258,2024-04-04 01:49:00,899.34,899.4,899.75,899.34,56344.0,,,,,,,,,,,70.34293651827696,
259,2024-04-04 01:50:00,899.39,899.18,899.57,899.18,54750.0,,,,,,,,,,,68.61460009285818,
260,2024-04-04 01:51:00,899.17,899.55,899.75,899.17,38030.0,,,,,,,,,,,68.61460009285818,
261,2024-04-04 01:52:00,899.69,900.12,900.21,899.61,80214.0,,,,,,,,,,,68.61460009285818,
262,2024-04-04 01:53:00,900.02,899.84,900.02,899.66,40476.0,,,,,,,,,,,68.61460009285818,
263,2024-04-04 01:54:00,899.75,899.94,899.94,899.62,17318.0,,,,,,,,,,,68.61460009285818,
264,2024-04-04 01:55:00,899.99,899.62,899.99,899.59,28358.0,,,,,,,,,,,67.77891255285951,
265,2024-04-04 01:56:00,899.28,899.66,899.66,899.28,36578.0,,,,,,,,,,,67.77891255285951,
266,2024-04-04 01:57:00,899.7,899.43,899.7,899.21,26956.0,,,,,,,,,,,67.77891255285951,
267,2024-04-04 01:58:00,899.36,898.78,899.36,898.78,42520.0,,,,,,,,,,,67.77891255285951,
268,2024-04-04 01:59:00,898.8,898.74,898.95,898.68,25252.0,,,,,,,,,,,67.77891255285951,
269,2024-04-04 02:00:00,899.11,898.91,899.19,898.91,37098.0,,,,,,,,,,,65.9243518873864,
270,2024-04-04 02:01:00,898.92,899.0,899.0,898.77,32738.0,,,,,,,,,,,65.9243518873864,
271,2024-04-04 02:02:00,898.95,898.99,899.19,898.95,32320.0,,,,,,,,,,,65.9243518873864,
272,2024-04-04 02:03:00,898.78,899.6,899.65,898.78,61102.0,,,,,,,,,,,65.9243518873864,
273,2024-04-04 02:04:00,899.12,899.35,899.35,899.12,28326.0,,,,,,,,,,,65.9243518873864,
274,2024-04-04 02:05:00,899.32,899.07,899.32,899.06,21964.0,,,,,,,,,,,64.53850772500877,
275,2024-04-04 02:06:00,899.06,898.89,899.06,898.54,39156.0,,,,,,,,,,,64.53850772500877,
