,dt,open,close,high,low,vol
0,2023-07-25 21:31:00,272.38,271.725,274.0,270.9,3932506
1,2023-07-25 21:32:00,271.865,271.93,272.17,271.681,662143
2,2023-07-25 21:33:00,272.15,271.1,272.15,271.045,767345
3,2023-07-25 21:34:00,271.378,271.18,271.69,271.18,560953
4,2023-07-25 21:35:00,271.301,270.54,271.301,270.54,576878
5,2023-07-25 21:36:00,270.28,269.77,270.28,269.595,1045207
6,2023-07-25 21:37:00,269.87,270.1,270.1,269.435,801604
7,2023-07-25 21:38:00,270.12,270.495,270.495,270.08,593930
8,2023-07-25 21:39:00,270.23,271.14,271.2,270.23,718094
9,2023-07-25 21:40:00,271.21,271.056,271.54,271.056,678692
10,2023-07-25 21:41:00,270.84,270.978,271.105,270.585,575870
11,2023-07-25 21:42:00,270.786,271.46,271.46,270.786,399512
12,2023-07-25 21:43:00,271.38,271.6,271.6,271.19,639140
13,2023-07-25 21:44:00,271.843,271.34,271.855,271.34,744547
14,2023-07-25 21:45:00,271.23,271.202,271.23,270.77,477291
15,2023-07-25 21:46:00,271.46,271.06,271.46,271.05,438383
16,2023-07-25 21:47:00,270.44,270.34,270.815,270.34,507159
17,2023-07-25 21:48:00,270.17,270.027,270.17,269.82,669039
18,2023-07-25 21:49:00,270.12,269.668,270.12,269.46,603750
19,2023-07-25 21:50:00,270.144,270.21,270.37,270.072,504800
20,2023-07-25 21:51:00,270.105,269.63,270.16,269.63,567815
21,2023-07-25 21:52:00,269.44,269.11,269.57,269.11,678110
22,2023-07-25 21:53:00,268.873,269.644,269.644,268.873,654336
23,2023-07-25 21:54:00,269.358,270.215,270.215,269.358,655316
24,2023-07-25 21:55:00,270.258,270.787,270.83,270.258,643262
25,2023-07-25 21:56:00,270.63,270.58,270.76,270.58,438370
26,2023-07-25 21:57:00,271.106,270.95,271.106,270.86,582988
27,2023-07-25 21:58:00,271.04,270.95,271.298,270.95,510426
28,2023-07-25 21:59:00,270.92,270.425,270.92,270.425,383676
29,2023-07-25 22:00:00,270.28,270.33,270.33,270.09,383018
30,2023-07-25 22:01:00,270.045,270.27,270.31,270.045,476228
31,2023-07-25 22:02:00,270.49,271.01,271.01,270.49,441604
32,2023-07-25 22:03:00,270.89,270.16,270.89,270.16,395552
33,2023-07-25 22:04:00,270.24,270.16,270.597,270.115,489912
34,2023-07-25 22:05:00,270.39,269.79,270.39,269.79,447178
35,2023-07-25 22:06:00,269.79,270.14,270.14,269.79,369714
36,2023-07-25 22:07:00,270.33,269.48,270.33,269.48,477436
37,2023-07-25 22:08:00,269.745,270.07,270.07,269.57,365350
38,2023-07-25 22:09:00,270.14,270.044,270.23,269.76,376810
39,2023-07-25 22:10:00,269.88,269.87,269.88,269.376,417304
40,2023-07-25 22:11:00,269.73,270.25,270.25,269.73,382954
41,2023-07-25 22:12:00,270.55,270.03,270.55,270.03,433766
42,2023-07-25 22:13:00,269.593,269.52,269.689,269.52,411832
43,2023-07-25 22:14:00,269.42,269.142,269.42,269.142,425108
44,2023-07-25 22:15:00,268.902,268.925,268.961,268.53,687654
45,2023-07-25 22:16:00,268.61,268.65,268.65,268.22,735842
46,2023-07-25 22:17:00,268.23,268.195,268.476,268.12,649800
47,2023-07-25 22:18:00,267.72,268.322,268.355,267.72,568898
48,2023-07-25 22:19:00,268.33,268.263,268.619,268.19,448718
49,2023-07-25 22:20:00,268.242,268.59,268.59,268.075,452312
50,2023-07-25 22:21:00,268.62,268.42,268.655,268.42,423600
