,dt,open,close,high,low,vol,ts,icon_1,icon_2,icon_11,icon_12,icon_13,icon_41,icon_34,icon_35,icon_38,icon_39,jw1,jw5,jw30
0,2023-07-31 21:31:00,44.753,44.812,45.045,44.423,4359251,1690810260,,,,,,,,,,,23.485729038933925,64.43235609724599,78.00439590227575
1,2023-07-31 21:32:00,44.803,44.823,44.838,44.773,389434,1690810320,,,,,,,,,,,29.63850425183942,64.43235609724599,78.00439590227575
2,2023-07-31 21:33:00,44.903,45.003,45.003,44.888,521123,1690810380,,,,,,,,,,,40.68289140518766,64.43235609724599,78.00439590227575
3,2023-07-31 21:34:00,45.003,44.848,45.003,44.848,553462,1690810440,,,,,,,,,,,45.77498549725597,64.43235609724599,78.00439590227575
4,2023-07-31 21:35:00,44.793,44.663,44.793,44.653,720562,1690810500,,,,,,,,,,,44.62682782646591,63.62774835916676,78.00439590227575
5,2023-07-31 21:36:00,44.683,44.798,44.798,44.673,446007,1690810560,,,,,,,,,,,47.74771325076459,63.62774835916676,78.00439590227575
6,2023-07-31 21:37:00,44.793,44.698,44.823,44.683,460594,1690810620,,,,,,,,,,,47.44956609967575,63.62774835916676,78.00439590227575
7,2023-07-31 21:38:00,44.773,44.788,44.788,44.763,298654,1690810680,,,,,,,,,,,49.94073190462353,63.62774835916676,78.00439590227575
8,2023-07-31 21:39:00,44.833,44.903,44.923,44.833,519967,1690810740,,,,,,,,,,,55.68306752711821,63.62774835916676,78.00439590227575
9,2023-07-31 21:40:00,44.888,44.893,44.948,44.888,296643,1690810800,,,,,,,,,,,60.47352663685531,67.30584316177163,78.00439590227575
10,2023-07-31 21:41:00,44.883,44.943,44.968,44.883,279331,1690810860,,,,,,,,,,,66.24987474273696,67.30584316177163,78.00439590227575
11,2023-07-31 21:42:00,44.947,44.838,44.947,44.838,309803,1690810920,,,,,,,,,,,68.13268094634019,67.30584316177163,78.00439590227575
12,2023-07-31 21:43:00,44.853,44.933,44.953,44.853,323147,1690810980,,,,,,,,,,,72.68543651865207,67.30584316177163,78.00439590227575
13,2023-07-31 21:44:00,44.983,44.953,44.988,44.938,281069,1690811040,,,,,,,,,,,77.30726714256845,67.30584316177163,78.00439590227575
14,2023-07-31 21:45:00,44.978,44.968,45.033,44.968,409724,1690811100,,,,,,,,,,,81.82939286504237,72.0182314501952,78.00439590227575
15,2023-07-31 21:46:00,45.013,45.12,45.12,45.013,600191,1690811160,,,,,,,,,,,88.16025037641192,72.0182314501952,78.00439590227575
16,2023-07-31 21:47:00,45.128,45.083,45.128,45.073,387974,1690811220,,,,,,,,,,,92.50789365083696,72.0182314501952,78.00439590227575
17,2023-07-31 21:48:00,45.053,45.008,45.053,44.983,318816,1690811280,,1.0,,,,,,,,,94.26700654373674,72.0182314501952,78.00439590227575
18,2023-07-31 21:49:00,45.033,44.883,45.033,44.883,397966,1690811340,,,,,,,,,,,92.3607243052974,72.0182314501952,78.00439590227575
19,2023-07-31 21:50:00,44.839,44.813,44.873,44.813,412451,1690811400,,,,,,,,,,,88.6820835466352,72.13368597163787,78.00439590227575
20,2023-07-31 21:51:00,44.832,44.823,44.848,44.823,312642,1690811460,,,,,,,,,,,85.60037858882703,72.13368597163787,78.00439590227575
21,2023-07-31 21:52:00,44.823,44.873,44.873,44.823,311959,1690811520,,,,,,,,,,,84.14299004367291,72.13368597163787,78.00439590227575
22,2023-07-31 21:53:00,44.868,44.833,44.898,44.833,261472,1690811580,,,,,,,,,,,81.69884342649289,72.13368597163787,78.00439590227575
23,2023-07-31 21:54:00,44.823,44.693,44.823,44.678,539087,1690811640,,,,,,,,,,,75.66997115429355,72.13368597163787,78.00439590227575
24,2023-07-31 21:55:00,44.678,44.663,44.733,44.663,468832,1690811700,,,,,,,,,,,69.43881654287489,69.5869886208985,78.00439590227575
25,2023-07-31 21:56:00,44.638,44.373,44.638,44.373,1233515,1690811760,,,,,,,,,,,57.34756163432618,69.5869886208985,78.00439590227575
26,2023-07-31 21:57:00,44.403,44.413,44.478,44.403,728738,1690811820,,,,,,,,,,,47.57236628244418,69.5869886208985,78.00439590227575
27,2023-07-31 21:58:00,44.343,44.344,44.361,44.343,830976,1690811880,1.0,,,,,,,,,,37.88103515117152,69.5869886208985,78.00439590227575
28,2023-07-31 21:59:00,44.313,44.303,44.363,44.303,870922,1690811940,,,,,,,,,,,29.24666957182957,69.5869886208985,78.00439590227575
29,2023-07-31 22:00:00,44.363,44.463,44.463,44.363,437608,1690812000,,,,,,,,,,,25.30158988656983,63.790439552749405,78.30973353500309
30,2023-07-31 22:01:00,44.463,44.358,44.463,44.358,355944,1690812060,,,,,,,,,,,19.406407681786334,63.790439552749405,78.30973353500309
31,2023-07-31 22:02:00,44.368,44.398,44.411,44.328,264244,1690812120,,,,,,,,,,,15.1410272165961,63.790439552749405,78.30973353500309
32,2023-07-31 22:03:00,44.393,44.373,44.393,44.358,179680,1690812180,,,,,,,,,,,10.830167318010382,63.790439552749405,78.30973353500309
33,2023-07-31 22:04:00,44.353,44.303,44.368,44.303,375152,1690812240,,,,,,,,,,,5.442956901101695,63.790439552749405,78.30973353500309
34,2023-07-31 22:05:00,44.388,44.423,44.428,44.363,154118,1690812300,,,,,,,,,,,3.5057051092766613,57.92497410780396,78.30973353500309
35,2023-07-31 22:06:00,44.462,44.515,44.523,44.462,560894,1690812360,,,,,,,,,,,3.9983875526260704,57.92497410780396,78.30973353500309
36,2023-07-31 22:07:00,44.483,44.533,44.533,44.473,287488,1690812420,,,,,,,,,,,4.9409765431105654,57.92497410780396,78.30973353500309
37,2023-07-31 22:08:00,44.592,44.623,44.626,44.583,642348,1690812480,,,,,,,,,,,7.948870598939564,57.92497410780396,78.30973353500309
38,2023-07-31 22:09:00,44.628,44.647,44.663,44.628,315188,1690812540,,,,,,,,,,,11.262102386594393,57.92497410780396,78.30973353500309
39,2023-07-31 22:10:00,44.647,44.678,44.678,44.633,300168,1690812600,,,,,,,,,,,15.001675965556473,57.20526707890858,78.30973353500309
40,2023-07-31 22:11:00,44.663,44.638,44.673,44.615,235088,1690812660,,,,,,,,,,,17.46800682102635,57.20526707890858,78.30973353500309
41,2023-07-31 22:12:00,44.627,44.702,44.702,44.598,273540,1690812720,,,,,,,,,,,21.201849750061385,57.20526707890858,78.30973353500309
42,2023-07-31 22:13:00,44.733,44.698,44.733,44.698,260052,1690812780,,,,,,,,,,,24.48250093164347,57.20526707890858,78.30973353500309
43,2023-07-31 22:14:00,44.693,44.693,44.703,44.678,116628,1690812840,,,,,,,,,,,27.328471209317314,57.20526707890858,78.30973353500309
44,2023-07-31 22:15:00,44.723,44.723,44.753,44.723,339088,1690812900,,,,,,,,,,,30.59121817310009,57.37681603315124,78.30973353500309
45,2023-07-31 22:16:00,44.753,44.703,44.773,44.683,423716,1690812960,,,,,,,,,,,33.06043529930015,57.37681603315124,78.30973353500309
46,2023-07-31 22:17:00,44.723,44.748,44.748,44.718,129048,1690813020,,,,,,,,,,,36.322374963594285,57.37681603315124,78.30973353500309
47,2023-07-31 22:18:00,44.754,44.713,44.754,44.653,188268,1690813080,,,,,,,,,,,38.4314103002753,57.37681603315124,78.30973353500309
48,2023-07-31 22:19:00,44.703,44.633,44.728,44.633,189116,1690813140,,,,,,,,,,,38.46548491545968,57.37681603315124,78.30973353500309
49,2023-07-31 22:20:00,44.653,44.615,44.673,44.613,216016,1690813200,,,,,,,,,,,38.085018061426354,55.647487841500634,78.30973353500309
50,2023-07-31 22:21:00,44.643,44.723,44.723,44.643,204106,1690813260,,,,,,,,,,,40.25422140042765,55.647487841500634,78.30973353500309
51,2023-07-31 22:22:00,44.738,44.723,44.743,44.723,164810,1690813320,,,,,,,,,,,42.19119350688507,55.647487841500634,78.30973353500309
52,2023-07-31 22:23:00,44.693,44.664,44.708,44.663,176560,1690813380,,,,,,,,,,,42.550523634674946,55.647487841500634,78.30973353500309
53,2023-07-31 22:24:00,44.673,44.733,44.733,44.655,154260,1690813440,,,,,,,,,,,44.467288616035205,55.647487841500634,78.30973353500309
