,dt,open,close,high,low,vol,ts,icon_1,icon_2,icon_11,icon_12,icon_13,icon_41,icon_34,icon_35,icon_38,icon_39,jw1,jw5,jw30
0,2022-05-09 21:31:00,31.607,31.707,32.367,30.797,12356813,1652103060,,,,,,,,,,,89.7037982561425,15.48049867049501,15.931214102994005
1,2022-05-09 21:32:00,31.867,31.927,31.947,31.807,1399192,1652103120,,,,,,,,,,,82.02580621765829,15.48049867049501,15.931214102994005
2,2022-05-09 21:33:00,31.957,31.567,31.957,31.567,1122240,1652103180,,,,,,,,,,,73.02841845872243,15.48049867049501,15.931214102994005
3,2022-05-09 21:34:00,31.417,31.612,31.617,31.412,1286640,1652103240,,1.0,,,,,,,,,65.23265442754453,15.48049867049501,15.931214102994005
4,2022-05-09 21:35:00,31.547,31.777,31.777,31.547,1589835,1652103300,,,,,,,,,,,59.223570569975436,15.336815950264068,15.931214102994005
5,2022-05-09 21:36:00,31.868,31.977,31.996,31.868,938150,1652103360,,,,,,,,,,,55.023877965878526,15.336815950264068,15.931214102994005
6,2022-05-09 21:37:00,32.067,32.092,32.147,32.006,1365322,1652103420,,,,,,,,,,,51.9508743059193,15.336815950264068,15.931214102994005
7,2022-05-09 21:38:00,32.157,31.907,32.157,31.837,1308054,1652103480,,,,,,,,,,,48.14061487416046,15.336815950264068,15.931214102994005
8,2022-05-09 21:39:00,31.877,32.117,32.117,31.862,809734,1652103540,,,,,,,,,,1.0,45.98148099844727,15.336815950264068,15.931214102994005
9,2022-05-09 21:40:00,32.207,32.192,32.387,32.192,1317646,1652103600,,,,,,,,,,,44.512127009702795,17.08922514385911,15.931214102994005
10,2022-05-09 21:41:00,32.127,31.942,32.147,31.686,1235824,1652103660,,,,,,,,,,,41.766709572201634,17.08922514385911,15.931214102994005
11,2022-05-09 21:42:00,32.187,32.207,32.267,32.067,929294,1652103720,,,,,,,,,,,40.88870310930514,17.08922514385911,15.931214102994005
12,2022-05-09 21:43:00,32.207,32.166,32.207,32.077,914240,1652103780,,,,,,,,,,,39.89430237615419,17.08922514385911,15.931214102994005
13,2022-05-09 21:44:00,32.077,32.087,32.287,32.047,914514,1652103840,,,,,,,,,,,38.57596409008124,17.08922514385911,15.931214102994005
14,2022-05-09 21:45:00,32.098,32.102,32.127,31.907,943446,1652103900,,,,,,,,,,,37.518291353541855,18.284002198374168,15.931214102994005
15,2022-05-09 21:46:00,32.077,31.779,32.077,31.779,814294,1652103960,,,,,,,,,,,34.72504386776127,18.284002198374168,15.931214102994005
16,2022-05-09 21:47:00,31.807,31.528,31.807,31.528,988730,1652104020,,,,,,,,,,,30.808077624475516,18.284002198374168,15.931214102994005
17,2022-05-09 21:48:00,31.557,31.567,31.567,31.477,1025984,1652104080,,,,,,,,,,,27.5853272815327,18.284002198374168,15.931214102994005
18,2022-05-09 21:49:00,31.487,31.477,31.487,31.407,747018,1652104140,1.0,,,,,,,,,,24.23529799433146,18.284002198374168,15.931214102994005
19,2022-05-09 21:50:00,31.597,31.647,31.647,31.484,697730,1652104200,,,,,,,,,,,22.29199365073073,17.356185032578068,15.931214102994005
20,2022-05-09 21:51:00,31.582,31.627,31.627,31.567,793140,1652104260,,,,,,,,,1.0,,20.498729103862928,17.356185032578068,15.931214102994005
21,2022-05-09 21:52:00,31.512,31.916,31.916,31.512,731632,1652104320,,,,,,,,,,,20.641832432655562,17.356185032578068,15.931214102994005
22,2022-05-09 21:53:00,31.897,31.836,31.897,31.777,1001924,1652104380,,,,,,,,,,,20.36025120993888,17.356185032578068,15.931214102994005
23,2022-05-09 21:54:00,31.772,31.937,31.937,31.757,845184,1652104440,,,,,,,,,,,20.753740965455563,17.356185032578068,15.931214102994005
24,2022-05-09 21:55:00,32.098,31.987,32.098,31.902,1049620,1652104500,,,,,,,,,,,21.450074872853733,18.069780998497407,15.931214102994005
25,2022-05-09 21:56:00,31.967,31.797,31.987,31.797,732428,1652104560,,,,,,,,,,,21.015525952535555,18.069780998497407,15.931214102994005
26,2022-05-09 21:57:00,31.677,31.562,31.677,31.562,885484,1652104620,,,,,,,,,,,19.309843384759873,18.069780998497407,15.931214102994005
27,2022-05-09 21:58:00,31.572,31.482,31.607,31.482,627632,1652104680,,,,,,,,,,,17.375716697126165,18.069780998497407,15.931214102994005
28,2022-05-09 21:59:00,31.457,31.747,31.747,31.439,988280,1652104740,,,,,,,,,,,17.250508410252863,18.069780998497407,15.931214102994005
29,2022-05-09 22:00:00,31.652,31.557,31.692,31.557,935592,1652104800,,,,,,,,,,,16.086449370888673,16.822978540392278,14.219794309994953
30,2022-05-09 22:01:00,31.567,31.287,31.567,31.287,977788,1652104860,,,,,,,,,,,13.530739575274922,16.822978540392278,14.219794309994953
31,2022-05-09 22:02:00,31.257,31.497,31.497,31.252,1088228,1652104920,,,,,,,,,,,12.534268654934749,16.822978540392278,14.219794309994953
32,2022-05-09 22:03:00,31.377,31.412,31.653,31.377,1090528,1652104980,,,,,,,,,,,11.210117399573647,16.822978540392278,14.219794309994953
33,2022-05-09 22:04:00,31.457,31.517,31.527,31.427,905996,1652105040,,,,,,,,,,,10.701933735458269,16.822978540392278,14.219794309994953
34,2022-05-09 22:05:00,31.517,31.377,31.567,31.377,769992,1652105100,,,,,,,,,,,9.493527967655027,14.94065924383964,14.219794309994953
35,2022-05-09 22:06:00,31.367,31.447,31.487,31.367,687956,1652105160,,,,,,,,,,,9.016547899855865,14.94065924383964,14.219794309994953
