,dt,open,close,high,low,vol,ts,icon_1,icon_2,icon_11,icon_12,icon_13,icon_41,icon_34,icon_35,icon_38,icon_39,jw1,jw5,jw30
0,2023-08-18 21:31:00,172.3,172.95,173.83,171.87,4145395,1692365460,,,,,,,,,,,86.4794362603378,33.04460224124511,5.833081599728153
1,2023-08-18 21:32:00,172.851,173.2,173.2,172.851,240412,1692365520,,,,,,,,,,,81.26278622799305,33.04460224124511,5.833081599728153
2,2023-08-18 21:33:00,173.12,173.16,173.171,173.09,230791,1692365580,,,,,,,,,,,76.29543172134355,33.04460224124511,5.833081599728153
3,2023-08-18 21:34:00,173.193,173.16,173.35,173.16,245875,1692365640,,,,,,,,,,,71.83398511488483,33.04460224124511,5.833081599728153
4,2023-08-18 21:35:00,173.144,172.89,173.144,172.89,211948,1692365700,,,,,,,,,,,65.99021201020823,33.692456660428114,5.833081599728153
5,2023-08-18 21:36:00,172.7,172.8,172.825,172.59,266417,1692365760,,,,,,,,,,,60.153965544374884,33.692456660428114,5.833081599728153
6,2023-08-18 21:37:00,172.71,173.09,173.11,172.71,170169,1692365820,,,,,,,,,,,56.9295795698136,33.692456660428114,5.833081599728153
7,2023-08-18 21:38:00,172.98,172.868,173.02,172.868,146736,1692365880,,,,,,,,,,,52.546173465631455,33.692456660428114,5.833081599728153
8,2023-08-18 21:39:00,172.83,172.89,172.89,172.79,167882,1692365940,,,,,,,,,,,48.80277258360134,33.692456660428114,5.833081599728153
9,2023-08-18 21:40:00,172.91,172.82,172.99,172.77,349337,1692366000,,,,,,,,,,,45.00908025456614,33.83153772722387,5.833081599728153
10,2023-08-18 21:41:00,172.78,172.775,172.86,172.68,216044,1692366060,,,,,,,,,,,41.3479631515705,33.83153772722387,5.833081599728153
11,2023-08-18 21:42:00,172.74,172.562,172.74,172.562,171708,1692366120,,,,,,,,,,,36.66479590879527,33.83153772722387,5.833081599728153
12,2023-08-18 21:43:00,172.53,172.622,172.65,172.53,215215,1692366180,,,,,,,,,,,32.94164731930378,33.83153772722387,5.833081599728153
13,2023-08-18 21:44:00,172.68,172.66,172.7,172.58,197195,1692366240,,,,,,,,,,,29.930694051990955,33.83153772722387,5.833081599728153
14,2023-08-18 21:45:00,172.55,172.8,172.8,172.49,264418,1692366300,,,,,,,,,,,28.25574627985324,33.81479145914619,5.833081599728153
15,2023-08-18 21:46:00,172.565,172.43,172.565,172.37,190823,1692366360,,,,,,,,,,,24.29332179265832,33.81479145914619,5.833081599728153
16,2023-08-18 21:47:00,172.405,172.46,172.502,172.405,170070,1692366420,,,,,,,,,,,21.027290269496376,33.81479145914619,5.833081599728153
17,2023-08-18 21:48:00,172.415,172.442,172.442,172.409,132820,1692366480,,,,,,,,,,,18.059552947804534,33.81479145914619,5.833081599728153
18,2023-08-18 21:49:00,172.48,172.87,172.87,172.48,222916,1692366540,,,,,,,,,,,18.406122804315103,33.81479145914619,5.833081599728153
