,dt,open,close,high,low,vol,ts,icon_1,icon_2,icon_11,icon_12,icon_13,icon_41,icon_34,icon_35,icon_38,icon_39,jw1,jw5,jw30
0,2023-10-20 21:31:00,175.31,175.02,175.63,174.42,5114894.0,1697808660,,,,,,,,,,,50.54936287206063,-6.980318060735954,35.31843510965645
1,2023-10-20 21:32:00,175.14,174.928,175.14,174.82,98020.0,1697808720,,,,,,,,,,,48.048949847672475,-6.980318060735954,35.31843510965645
2,2023-10-20 21:33:00,174.79,174.79,175.08,174.79,159577.0,1697808780,,,,,,,,,,,44.17687124080902,-6.980318060735954,35.31843510965645
3,2023-10-20 21:34:00,174.77,174.82,174.95,174.77,148102.0,1697808840,,,,,,,,,,,41.060421151005954,-6.980318060735954,35.31843510965645
4,2023-10-20 21:35:00,174.82,174.86,174.925,174.815,101076.0,1697808900,,,,,,,,,,,38.74156138283848,-7.397515341161537,35.31843510965645
5,2023-10-20 21:36:00,174.786,174.92,174.92,174.72,207750.0,1697808960,,,,,,,,,,,37.37334686619613,-7.397515341161537,35.31843510965645
6,2023-10-20 21:37:00,174.92,174.855,174.97,174.855,127063.0,1697809020,,,,,,,,,,,35.38922522162437,-7.397515341161537,35.31843510965645
7,2023-10-20 21:38:00,174.95,174.96,175.015,174.92,154630.0,1697809080,,,,,,,,,,,34.85407115832338,-7.397515341161537,35.31843510965645
8,2023-10-20 21:39:00,174.965,174.915,175.075,174.915,156197.0,1697809140,,,,,,,,,,,33.85238392862833,-7.397515341161537,35.31843510965645
9,2023-10-20 21:40:00,174.86,174.88,174.97,174.86,133620.0,1697809200,,,,,,,,,,,32.553787001090896,-7.557626759056674,35.31843510965645
10,2023-10-20 21:41:00,174.97,174.88,174.97,174.878,189194.0,1697809260,,,,,,,,,,,31.40338432613929,-7.557626759056674,35.31843510965645
11,2023-10-20 21:42:00,174.91,175.03,175.03,174.873,142620.0,1697809320,,,,,,,,,,,32.1469590325399,-7.557626759056674,35.31843510965645
12,2023-10-20 21:43:00,175.15,175.01,175.15,174.92,254873.0,1697809380,,,,,,,,,,,32.583611676409646,-7.557626759056674,35.31843510965645
13,2023-10-20 21:44:00,175.12,175.25,175.25,175.12,161618.0,1697809440,,,,,,,,,,,35.79577319151629,-7.557626759056674,35.31843510965645
14,2023-10-20 21:45:00,175.04,174.98,175.04,174.91,209816.0,1697809500,,,,,,,,,,,35.49369410457898,-7.039454455933864,35.31843510965645
15,2023-10-20 21:46:00,174.84,174.96,174.96,174.84,119092.0,1697809560,,,,,,,,,,,34.99095009833117,-7.039454455933864,35.31843510965645
16,2023-10-20 21:47:00,174.93,175.19,175.19,174.93,105012.0,1697809620,,,,,,,,,,,37.24313378293371,-7.039454455933864,35.31843510965645
17,2023-10-20 21:48:00,175.227,175.16,175.227,175.11,139477.0,1697809680,,,,,,,,,,,38.89763797943391,-7.039454455933864,35.31843510965645
18,2023-10-20 21:49:00,175.18,175.355,175.355,175.18,148608.0,1697809740,,,,,,,,,,,42.65561483123619,-7.039454455933864,35.31843510965645
19,2023-10-20 21:50:00,175.39,175.28,175.401,175.255,131027.0,1697809800,,,,,,,,,,,45.11486286231403,-4.7921150187754336,35.31843510965645
