,dt,open,close,high,low,vol
0,2023-11-21 22:31:00,191.41,191.03,191.47,190.58,1403715
1,2023-11-21 22:32:00,191.068,191.045,191.09,190.97,197375
2,2023-11-21 22:33:00,191.007,191.18,191.214,191.007,181872
3,2023-11-21 22:34:00,191.25,191.16,191.25,191.14,178021
4,2023-11-21 22:35:00,191.134,191.23,191.25,191.134,167620
5,2023-11-21 22:36:00,191.2,191.131,191.255,191.131,182012
6,2023-11-21 22:37:00,191.225,191.106,191.26,191.106,153347
7,2023-11-21 22:38:00,191.11,191.05,191.11,191.05,135625
8,2023-11-21 22:39:00,191.005,191.06,191.06,190.99,153038
9,2023-11-21 22:40:00,191.082,190.93,191.121,190.93,127168
10,2023-11-21 22:41:00,190.85,191.0,191.0,190.85,124101
11,2023-11-21 22:42:00,190.93,190.84,190.93,190.79,117991
12,2023-11-21 22:43:00,190.79,190.74,190.795,190.73,111552
13,2023-11-21 22:44:00,190.78,190.685,190.78,190.685,134376
14,2023-11-21 22:45:00,190.685,190.765,190.78,190.685,96543
15,2023-11-21 22:46:00,190.77,190.63,190.77,190.63,127586
16,2023-11-21 22:47:00,190.619,190.57,190.619,190.52,195972
17,2023-11-21 22:48:00,190.61,190.681,190.681,190.595,125619
18,2023-11-21 22:49:00,190.7,190.723,190.73,190.67,143936
19,2023-11-21 22:50:00,190.698,190.875,190.92,190.667,264169
20,2023-11-21 22:51:00,190.932,191.08,191.082,190.91,167518
21,2023-11-21 22:52:00,191.035,190.971,191.05,190.971,195152
22,2023-11-21 22:53:00,191.025,191.025,191.049,190.951,123445
23,2023-11-21 22:54:00,190.995,190.885,190.995,190.881,133825
24,2023-11-21 22:55:00,190.935,191.03,191.03,190.935,97844
25,2023-11-21 22:56:00,190.951,190.905,190.96,190.905,124593
26,2023-11-21 22:57:00,190.868,190.9,190.975,190.868,121572
27,2023-11-21 22:58:00,190.9,190.883,190.93,190.865,104048
28,2023-11-21 22:59:00,190.895,190.885,190.895,190.88,63789
29,2023-11-21 23:00:00,190.865,190.86,190.865,190.781,131294
30,2023-11-21 23:01:00,190.87,191.01,191.01,190.87,228039
31,2023-11-21 23:02:00,190.93,190.905,190.93,190.821,99356
32,2023-11-21 23:03:00,190.9,190.92,190.925,190.9,103582
33,2023-11-21 23:04:00,190.94,190.887,190.97,190.887,113345
34,2023-11-21 23:05:00,190.89,190.875,190.94,190.875,107419
35,2023-11-21 23:06:00,190.81,190.89,190.9,190.81,87702
36,2023-11-21 23:07:00,190.89,190.9,190.935,190.87,80345
37,2023-11-21 23:08:00,190.83,190.97,190.97,190.815,116194
38,2023-11-21 23:09:00,191.001,190.89,191.001,190.87,106134
39,2023-11-21 23:10:00,190.89,190.864,190.905,190.864,99031
40,2023-11-21 23:11:00,190.855,190.805,190.855,190.805,100467
41,2023-11-21 23:12:00,190.755,190.756,190.765,190.72,131899
42,2023-11-21 23:13:00,190.76,190.855,190.89,190.76,129065
43,2023-11-21 23:14:00,190.904,190.9,190.91,190.87,87135
44,2023-11-21 23:15:00,190.885,190.835,190.885,190.835,98822
45,2023-11-21 23:16:00,190.85,190.937,190.937,190.85,87639
46,2023-11-21 23:17:00,191.017,190.89,191.017,190.89,117339
47,2023-11-21 23:18:00,190.875,190.88,190.89,190.835,76629
48,2023-11-21 23:19:00,190.87,190.855,190.9,190.795,76927
49,2023-11-21 23:20:00,190.865,191.02,191.02,190.865,98790
50,2023-11-21 23:21:00,191.05,191.03,191.05,191.015,97386
51,2023-11-21 23:22:00,190.99,190.78,190.99,190.78,119863
52,2023-11-21 23:23:00,190.761,190.77,190.821,190.761,129235
53,2023-11-21 23:24:00,190.736,190.65,190.736,190.65,142095
54,2023-11-21 23:25:00,190.626,190.525,190.626,190.525,121361
55,2023-11-21 23:26:00,190.53,190.57,190.57,190.501,185821
56,2023-11-21 23:27:00,190.54,190.39,190.545,190.39,123453
57,2023-11-21 23:28:00,190.385,190.38,190.435,190.365,141754
58,2023-11-21 23:29:00,190.36,190.33,190.36,190.29,110590
59,2023-11-21 23:30:00,190.375,190.348,190.375,190.28,90396
60,2023-11-21 23:31:00,190.35,190.4,190.4,190.31,79305
61,2023-11-21 23:32:00,190.4,190.32,190.4,190.31,80373
62,2023-11-21 23:33:00,190.35,190.35,190.35,190.315,570826
63,2023-11-21 23:34:00,190.3,190.3,190.33,190.295,113304
64,2023-11-21 23:35:00,190.28,190.19,190.28,190.19,164579
65,2023-11-21 23:36:00,190.2,190.205,190.245,190.2,103678
66,2023-11-21 23:37:00,190.18,190.23,190.23,190.18,101883
67,2023-11-21 23:38:00,190.221,190.3,190.36,190.221,168414
68,2023-11-21 23:39:00,190.3,190.22,190.3,190.22,105598
69,2023-11-21 23:40:00,190.24,190.24,190.245,190.19,75233
70,2023-11-21 23:41:00,190.24,190.171,190.3,190.171,86500
71,2023-11-21 23:42:00,190.235,190.279,190.28,190.235,95610
72,2023-11-21 23:43:00,190.3,190.35,190.365,190.3,71230
73,2023-11-21 23:44:00,190.346,190.37,190.38,190.338,68438
74,2023-11-21 23:45:00,190.41,190.42,190.47,190.38,104483
75,2023-11-21 23:46:00,190.435,190.335,190.435,190.335,72036
76,2023-11-21 23:47:00,190.32,190.195,190.32,190.195,129874
77,2023-11-21 23:48:00,190.192,190.275,190.285,190.163,153650
78,2023-11-21 23:49:00,190.255,190.18,190.287,190.125,119868
79,2023-11-21 23:50:00,190.195,190.305,190.325,190.195,60501
80,2023-11-21 23:51:00,190.313,190.155,190.313,190.155,83043
81,2023-11-21 23:52:00,190.165,190.09,190.165,190.08,108279
82,2023-11-21 23:53:00,190.145,190.245,190.263,190.14,128965
83,2023-11-21 23:54:00,190.24,190.255,190.26,190.205,63085
84,2023-11-21 23:55:00,190.24,190.26,190.28,190.24,63403
85,2023-11-21 23:56:00,190.299,190.19,190.299,190.19,57833
86,2023-11-21 23:57:00,190.15,190.27,190.28,190.14,65383
87,2023-11-21 23:58:00,190.29,190.225,190.29,190.2,68525
88,2023-11-21 23:59:00,190.27,190.25,190.27,190.25,68401
