,dt,open,close,high,low,vol
0,2023-10-25 21:31:00,433.9,434.07,435.99,432.62,775064
1,2023-10-25 21:32:00,433.98,433.7,434.21,433.42,164525
2,2023-10-25 21:33:00,432.97,432.83,432.97,432.01,201132
3,2023-10-25 21:34:00,432.58,432.93,433.29,432.58,137241
4,2023-10-25 21:35:00,432.92,432.56,433.08,432.56,145806
5,2023-10-25 21:36:00,432.36,432.18,432.39,431.72,186790
6,2023-10-25 21:37:00,432.32,432.64,432.64,432.15,162510
7,2023-10-25 21:38:00,433.8,433.82,433.82,433.08,252738
8,2023-10-25 21:39:00,434.05,433.26,434.05,433.12,120014
9,2023-10-25 21:40:00,433.5,433.07,433.51,432.81,120716
10,2023-10-25 21:41:00,433.1,431.87,433.1,431.77,223760
11,2023-10-25 21:42:00,431.57,431.55,431.65,431.31,118138
12,2023-10-25 21:43:00,431.2,432.23,432.43,431.2,155720
13,2023-10-25 21:44:00,432.2,431.25,432.2,431.25,133244
14,2023-10-25 21:45:00,431.21,431.01,431.36,431.01,100976
15,2023-10-25 21:46:00,430.66,430.13,430.67,430.13,155232
16,2023-10-25 21:47:00,430.18,430.14,430.45,429.93,241998
17,2023-10-25 21:48:00,430.55,429.99,430.55,429.99,155436
18,2023-10-25 21:49:00,429.93,429.64,429.93,429.64,111131
19,2023-10-25 21:50:00,429.72,429.7,429.96,429.51,120475
20,2023-10-25 21:51:00,429.9,430.01,430.01,429.11,156200
21,2023-10-25 21:52:00,430.12,429.2,430.12,429.2,144895
22,2023-10-25 21:53:00,428.83,429.16,429.3,428.83,158113
23,2023-10-25 21:54:00,428.92,429.6,429.6,428.89,115008
24,2023-10-25 21:55:00,429.75,430.17,430.17,429.75,129229
25,2023-10-25 21:56:00,430.02,430.81,430.81,430.02,190477
26,2023-10-25 21:57:00,430.67,431.36,431.36,430.67,192506
27,2023-10-25 21:58:00,431.51,431.2,431.59,430.92,131846
28,2023-10-25 21:59:00,431.09,431.52,431.52,430.97,97130
29,2023-10-25 22:00:00,431.87,431.81,431.92,431.74,178119
30,2023-10-25 22:01:00,431.39,430.68,431.39,430.57,173713
31,2023-10-25 22:02:00,430.46,430.53,430.72,430.15,99918
32,2023-10-25 22:03:00,430.88,431.25,431.32,430.65,80492
33,2023-10-25 22:04:00,431.48,431.82,432.18,431.48,103359
34,2023-10-25 22:05:00,431.72,431.55,431.84,431.55,66887
35,2023-10-25 22:06:00,432.16,432.21,432.21,431.93,95765
36,2023-10-25 22:07:00,432.19,431.99,432.19,431.99,63735
37,2023-10-25 22:08:00,431.71,431.54,431.74,431.53,63885
38,2023-10-25 22:09:00,432.08,432.69,433.34,432.08,212642
39,2023-10-25 22:10:00,433.25,433.39,433.39,433.25,132522
40,2023-10-25 22:11:00,433.32,433.27,433.32,433.05,75072
41,2023-10-25 22:12:00,433.13,433.12,433.41,433.12,124202
42,2023-10-25 22:13:00,433.31,433.57,433.57,433.15,141064
43,2023-10-25 22:14:00,433.62,433.18,433.62,433.18,134031
44,2023-10-25 22:15:00,433.04,433.24,433.24,432.96,109630
45,2023-10-25 22:16:00,433.36,433.57,433.8,433.36,171312
46,2023-10-25 22:17:00,433.49,433.98,433.98,433.49,116389
47,2023-10-25 22:18:00,433.77,433.85,433.85,433.43,93333
48,2023-10-25 22:19:00,433.65,433.68,433.79,433.63,93529
49,2023-10-25 22:20:00,433.71,433.75,433.96,433.5,96395
