,dt,open,close,high,low,vol
0,2023-12-15 22:31:00,481.9,484.36,484.85,481.19,3453050
1,2023-12-15 22:32:00,484.46,485.27,485.79,484.46,401385
2,2023-12-15 22:33:00,486.12,485.45,486.12,485.44,245963
3,2023-12-15 22:34:00,485.38,486.93,487.06,485.38,429971
4,2023-12-15 22:35:00,487.33,487.79,487.79,486.68,334480
5,2023-12-15 22:36:00,487.14,487.48,487.55,487.14,216053
6,2023-12-15 22:37:00,487.78,487.73,488.55,487.73,341530
7,2023-12-15 22:38:00,488.3,488.99,488.99,488.1,331454
8,2023-12-15 22:39:00,488.7,487.76,488.7,487.76,266396
9,2023-12-15 22:40:00,487.23,487.47,487.88,487.23,215884
10,2023-12-15 22:41:00,487.82,487.71,487.82,487.53,171906
11,2023-12-15 22:42:00,487.54,487.74,487.74,486.91,204761
12,2023-12-15 22:43:00,488.24,488.52,488.57,487.85,239353
13,2023-12-15 22:44:00,488.68,488.15,488.68,488.11,224596
14,2023-12-15 22:45:00,488.3,488.03,488.51,487.86,146515
15,2023-12-15 22:46:00,488.45,487.84,488.45,487.84,130144
16,2023-12-15 22:47:00,487.24,486.15,487.56,486.15,178795
17,2023-12-15 22:48:00,485.77,486.23,486.33,485.72,181586
18,2023-12-15 22:49:00,486.43,486.97,486.97,486.16,130403
19,2023-12-15 22:50:00,487.15,487.38,487.41,487.15,119835
20,2023-12-15 22:51:00,487.14,487.61,487.78,487.14,148936
21,2023-12-15 22:52:00,487.71,487.62,487.89,487.48,111217
22,2023-12-15 22:53:00,487.79,488.07,488.22,487.79,162532
23,2023-12-15 22:54:00,488.57,489.12,489.12,488.47,284626
24,2023-12-15 22:55:00,489.03,489.47,489.66,489.03,264898
25,2023-12-15 22:56:00,489.71,489.74,489.74,488.85,240758
26,2023-12-15 22:57:00,489.96,489.64,490.06,489.58,371603
27,2023-12-15 22:58:00,489.64,489.99,489.99,489.6,146940
28,2023-12-15 22:59:00,490.06,489.12,490.69,489.12,279093
29,2023-12-15 23:00:00,489.55,489.38,489.71,489.36,126566
30,2023-12-15 23:01:00,489.3,489.6,489.6,489.08,128472
31,2023-12-15 23:02:00,489.57,489.59,489.67,489.32,100534
32,2023-12-15 23:03:00,489.66,489.41,489.67,489.23,101549
33,2023-12-15 23:04:00,489.5,489.01,489.5,489.01,93803
34,2023-12-15 23:05:00,489.08,488.99,489.43,488.99,95768
35,2023-12-15 23:06:00,489.38,489.46,489.81,489.38,109432
36,2023-12-15 23:07:00,489.35,489.85,489.85,489.06,124729
37,2023-12-15 23:08:00,490.1,490.41,490.41,489.77,180208
38,2023-12-15 23:09:00,490.21,490.23,490.59,490.21,184122
39,2023-12-15 23:10:00,490.15,490.25,490.32,490.15,90954
40,2023-12-15 23:11:00,490.25,489.76,490.25,489.63,135485
41,2023-12-15 23:12:00,489.61,489.72,489.72,489.24,116598
42,2023-12-15 23:13:00,489.82,490.45,490.45,489.82,113795
43,2023-12-15 23:14:00,490.55,490.59,490.83,490.55,190810
44,2023-12-15 23:15:00,490.6,490.54,490.62,490.38,169252
45,2023-12-15 23:16:00,490.34,490.56,490.56,489.9,96250
46,2023-12-15 23:17:00,490.41,490.49,490.57,490.41,100033
47,2023-12-15 23:18:00,490.39,489.54,490.42,489.54,148387
48,2023-12-15 23:19:00,489.72,490.39,490.39,489.72,129684
49,2023-12-15 23:20:00,490.31,490.48,490.64,490.31,142098
50,2023-12-15 23:21:00,490.83,491.55,491.55,490.83,300078
51,2023-12-15 23:22:00,491.69,491.79,491.92,491.69,279029
52,2023-12-15 23:23:00,492.03,492.62,492.62,492.03,254992
53,2023-12-15 23:24:00,492.79,492.41,492.79,492.19,181452
54,2023-12-15 23:25:00,492.26,491.84,492.26,491.45,146470
55,2023-12-15 23:26:00,491.95,492.23,492.29,491.95,160057
56,2023-12-15 23:27:00,492.23,491.83,492.38,491.83,117803
57,2023-12-15 23:28:00,491.91,492.0,492.01,491.88,151029
58,2023-12-15 23:29:00,491.85,491.92,491.94,491.68,118717
59,2023-12-15 23:30:00,492.13,492.67,492.68,492.13,179003
